"tract","Name","Teenage_Birth_Rate_women_only_rP_gF_pall"
36005013200,"Bronx County, NY",0.1867
48181001802,"Tom Bean, TX",0.1867
53053070310,"Sumner, WA",0.1867
27003050107,"Saint Francis, MN",0.1867
51159040100,"Warsaw, VA",0.1867
22063040401,"The Lakes at Fennwood, Walker, LA",0.1867
39155930102,"Burghill, OH",0.1867
47009011503,"Maryville, TN",0.1867
17043841501,"West Chicago, IL",0.1867
26117971000,"Carson City, MI",0.1867
36103145602,"Brentwood, NY",0.1867
27097780700,"Little Falls, MN",0.1867
20173008100,"Wichita, KS",0.1867
54107000702,"Parkersburg, WV",0.1867
5091021000,"Fouke, AR",0.1867
48369950300,"Farwell, TX",0.1867
19063070300,"Estherville, IA",0.1867
6001406202,"Fruitvale, Oakland, CA",0.1866
48201531500,"Northside, Houston, TX",0.1866
45019004609,"Mount Pleasant, SC",0.1866
19099040700,"Colfax, IA",0.1866
41039002600,"Bethel-Danebo, Eugene, OR",0.1866
26163554200,"Redford Charter Township, MI",0.1866
6037199400,"Mount Washington, Los Angeles, CA",0.1866
36007000200,"Binghamton, NY",0.1866
10005050704,"Millsboro, DE",0.1866
6037124201,"North Hollywood, Los Angeles, CA",0.1866
48303001502,"Tech Terrace, Lubbock, TX",0.1866
1073012913,"Hoover, AL",0.1866
39151714902,"Waynesburg, OH",0.1866
12011100201,"Hallandale Beach, FL",0.1866
19157370100,"Brooklyn, IA",0.1866
48439111204,"Burleson, TX",0.1866
18103952000,"Denver, IN",0.1866
22105954200,"Hammond, LA",0.1866
36081045500,"Queens County, NY",0.1866
6071010004,"Victorville, CA",0.1866
12099004101,"West Palm Beach, FL",0.1866
40117957500,"Pawnee, OK",0.1865
6067008139,"Citrus Heights, CA",0.1865
6037119400,"Arleta, Los Angeles, CA",0.1865
40119010600,"Stillwater, OK",0.1865
6065941500,"Hemet, CA",0.1865
6013302006,"Oakley, CA",0.1865
42099030501,"Shermans Dale, PA",0.1865
42069100400,"Scranton, PA",0.1865
51800075701,"Suffolk, VA",0.1865
22109000402,"Houma, LA",0.1865
47099960401,"Lawrenceburg, TN",0.1865
36083040100,"Troy, NY",0.1865
39061010900,"Westwood, Cincinnati, OH",0.1865
17165956200,"Harrisburg, IL",0.1865
41051009702,"Southeast Portland, Portland, OR",0.1865
42075000200,"Lebanon, PA",0.1865
36061023900,"Upper Manhattan, New York, NY",0.1865
37119005909,"Steele Creek, Charlotte, NC",0.1865
17031020500,"West Ridge, Chicago, IL",0.1865
51005080100,"Clifton Forge, VA",0.1865
17149952800,"Nebo, IL",0.1865
18099020202,"Walkerton, IN",0.1865
6037433102,"El Monte City, El Monte, CA",0.1865
37179020902,"Monroe, NC",0.1865
8041005700,"Colorado Springs, CO",0.1864
29205450100,"Shelbyville, MO",0.1864
51700032211,"Central Newport News, Newport News, VA",0.1864
41059951100,"Hermiston, OR",0.1864
13089022204,"Greater Valley Brook, Decatur, GA",0.1864
53009000300,"Forks, WA",0.1864
37083930300,"Roanoke Rapids, NC",0.1864
26055551300,"Traverse City, MI",0.1864
8021974900,"La Jara, CO",0.1864
15003008614,"Kapolei, HI",0.1864
20015020100,"El Dorado, KS",0.1864
47065010903,"Mountain Creek, Chattanooga, TN",0.1864
36093033500,"Schenectady, NY",0.1864
47155080500,"Sevierville, TN",0.1864
40037020702,"Bristow, OK",0.1864
32003003253,"Las Vegas, NV",0.1864
45045002903,"Mauldin, SC",0.1864
48141010311,"Indian Ridge North, El Paso, TX",0.1864
51109950400,"Louisa, VA",0.1863
19111490600,"Keokuk, IA",0.1863
42087960500,"Lewistown, PA",0.1863
48029171925,"Far West Side, San Antonio, TX",0.1863
36081058000,"Queens County, NY",0.1863
6059074005,"Sunwood Central, Santa Ana, CA",0.1863
5023480300,"Heber Springs, AR",0.1863
37147001100,"Greenville, NC",0.1863
27003051201,"Minneapolis, MN",0.1863
30063000800,"River Road, Missoula, MT",0.1863
29091090800,"West Plains, MO",0.1863
4013061037,"Rancho Gabriela, Surprise, AZ",0.1863
48121021516,"The Colony, TX",0.1863
6037554002,"Bellflower, CA",0.1863
32003000105,"Meadows, Las Vegas, NV",0.1863
18049953100,"Rochester, IN",0.1863
53057952402,"Mount Vernon, WA",0.1863
24021752204,"Frederick, MD",0.1863
38035010400,"Grand Forks, ND",0.1862
40019893000,"Ardmore, OK",0.1862
54037972506,"Charles Town, WV",0.1862
17107953200,"Lincoln, IL",0.1862
17031160602,"Irving Park, Chicago, IL",0.1862
19163010401,"Blue Grass, IA",0.1862
51059415300,"Groveton, Alexandria, VA",0.1862
48491020313,"Cedar Park, TX",0.1862
37185950101,"Littleton, NC",0.1862
36065026700,"Blossvale, NY",0.1862
48439113214,"North Richland Hills, TX",0.1862
48439106510,"River Trails, Fort Worth, TX",0.1862
37063000700,"Forest Hills, Durham, NC",0.1862
40017300700,"El Reno, OK",0.1861
12031014702,"Arlington, Jacksonville, FL",0.1861
6077004402,"Lodi, CA",0.1861
18047969800,"Brookville, IN",0.1861
32003002976,"Las Vegas, NV",0.1861
36093021500,"Schenectady, NY",0.1861
47179061601,"Jonesborough, TN",0.1861
6065043005,"Lake Elsinore, CA",0.1861
1103005302,"Hartselle, AL",0.1861
54069002200,"Triadelphia, WV",0.1861
45079003000,"Midtown - Downtown, Columbia, SC",0.1861
39035132302,"Bedford, OH",0.1861
36043010400,"Ilion, NY",0.1861
6037701801,"Pico, Santa Monica, CA",0.1861
17031839900,"Bridgeport, Chicago, IL",0.1861
26107961000,"Mecosta, MI",0.1861
39017010904,"Fairfield, OH",0.1861
6085503108,"South San Jose, San Jose, CA",0.1861
53009001000,"Port Angeles, WA",0.1861
28033070522,"Greenbrook, Southaven, MS",0.1861
36043011001,"Dolgeville, NY",0.1861
6033000100,"Upper Lake, CA",0.186
6099001200,"Modesto, CA",0.186
35013001104,"Las Cruces, NM",0.186
45085001703,"Sumter, SC",0.186
55027960800,"Beaver Dam, WI",0.186
37077970300,"Oxford, NC",0.186
12105011902,"Lakeland, FL",0.186
48029141900,"San Antonio, TX",0.186
48201334003,"Southbelt/ Ellington, Houston, TX",0.186
5085020201,"Cabot, AR",0.186
6001405401,"Clinton, Oakland, CA",0.186
18101950100,"Loogootee, IN",0.186
45013002105,"Bluffton, SC",0.186
21093001300,"Elizabethtown, KY",0.186
49011126001,"Layton, UT",0.186
19057001200,"Danville, IA",0.186
1073010002,"Bessemer, AL",0.186
1115040205,"St Clair County, AL",0.1859
24005430104,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.1859
34031181900,"Paterson, NJ",0.1859
42101031900,"Northeast Philadelphia, Philadelphia, PA",0.1859
17143004200,"Peoria Heights, IL",0.1859
54029021500,"Chester, WV",0.1859
6073020208,"Midway, Escondido, CA",0.1859
42003040600,"Central Oakland, Pittsburgh, PA",0.1859
53061041400,"Pinehurst, Everett, WA",0.1859
23027042000,"Stockton Springs, ME",0.1859
37119002100,"Cotswold, Charlotte, NC",0.1859
18141011701,"Mishawaka, IN",0.1859
6107002007,"Visalia, CA",0.1859
37049961001,"New Bern, NC",0.1859
8001008100,"Fitzsimons, Aurora, CO",0.1859
12023110500,"Lake City, FL",0.1859
51660000207,"Harrisonburg, VA",0.1859
51710006607,"Bromley, Norfolk, VA",0.1859
12081001913,"Parrish, FL",0.1859
47035970301,"Crossville, TN",0.1859
17027900401,"Shattuc, IL",0.1859
53041971500,"Chehalis, WA",0.1858
6037408401,"La Puente, CA",0.1858
37183054403,"Wendell, NC",0.1858
4013218300,"Old Town Scottsdale, Scottsdale, AZ",0.1858
36057070800,"Amsterdam, NY",0.1858
15003008405,"Ewa, Ewa Beach, HI",0.1858
47141001300,"Cookeville, TN",0.1858
41039001302,"Cottage Grove, OR",0.1858
48141001114,"Crestmont, El Paso, TX",0.1858
6085503511,"Alum Rock, San Jose, CA",0.1858
39081011000,"Irondale, OH",0.1858
48439104300,"Frisco Heights, Fort Worth, TX",0.1858
36047094401,"Kings County, NY",0.1858
50003971200,"Bennington, VT",0.1858
9003471500,"Bloomfield, CT",0.1858
17031806104,"Des Plaines, IL",0.1858
37119003201,"Collingwood, Charlotte, NC",0.1858
6001427600,"West Alameda, Alameda, CA",0.1858
36047096800,"Kings County, NY",0.1858
6067005510,"Sacramento, CA",0.1858
39021011001,"Urbana, OH",0.1858
42091201302,"Ambler, PA",0.1857
48245011304,"Beaumont, TX",0.1857
42011013800,"Hamburg, PA",0.1857
34039031903,"Elizabeth, NJ",0.1857
53061052805,"Marysville, WA",0.1857
35055940100,"El Prado, NM",0.1857
51810046220,"Virginia Beach, VA",0.1857
12085001407,"Hobe Sound, FL",0.1857
6029003204,"Terra Vista, Bakersfield, CA",0.1857
47165021104,"Hendersonville, TN",0.1857
48221160205,"Granbury, TX",0.1857
31109003607,"Lincoln, NE",0.1857
19179960400,"Ottumwa, IA",0.1857
26163555500,"Redford Charter Township, MI",0.1857
13097080511,"Douglasville, GA",0.1857
18097360601,"Warren, Indianapolis, IN",0.1857
6071001804,"Ontario, CA",0.1857
26165380700,"Cadillac, MI",0.1857
49035113539,"West Valley City, UT",0.1857
36107020200,"Candor, NY",0.1857
48439111408,"Southwest Arlington, Arlington, TX",0.1857
29183311500,"Saint Charles, MO",0.1857
20143085700,"Minneapolis, KS",0.1857
36005043000,"Bronx County, NY",0.1857
48029121206,"El Dorado, San Antonio, TX",0.1857
47165020603,"Gallatin, TN",0.1856
45079011417,"Columbia, SC",0.1856
48201452400,"Alief, Houston, TX",0.1856
39113165000,"Germantown, OH",0.1856
18165020300,"Clinton, IN",0.1856
25013811101,"Chicopee, MA",0.1856
39159050301,"Marysville, OH",0.1856
45035010503,"Summerville, SC",0.1856
13097080510,"Douglasville, GA",0.1856
35005000900,"Roswell, NM",0.1856
48051970200,"Caldwell, TX",0.1856
22017021400,"Broadmoor, Anderson Island, Shreve Isle, Shreveport, LA",0.1856
26099258100,"Eastpointe, MI",0.1856
16011950200,"Firth, ID",0.1856
13285960201,"LaGrange, GA",0.1856
29049960200,"Lathrop, MO",0.1856
41067032003,"Sherwood - Tualatin South, Tualatin, OR",0.1856
37057061803,"Lexington, NC",0.1856
37191001200,"Goldsboro, NC",0.1856
5143011102,"Fayetteville, AR",0.1856
37089931400,"East Flat Rock, NC",0.1856
6013309000,"Old Town, Pittsburg, CA",0.1856
18053010700,"Upland, IN",0.1856
6037402703,"Westmont, Pomona, CA",0.1855
12111381802,"Port St. Lucie, FL",0.1855
12129010201,"Crawfordville, FL",0.1855
33017084300,"Rochester, NH",0.1855
12009064800,"Melbourne, FL",0.1855
6083002707,"Lompoc, CA",0.1855
16005001200,"Pocatello, ID",0.1855
21039960300,"Arlington, KY",0.1855
45037970502,"North Augusta, SC",0.1855
41051010200,"Fairview, OR",0.1855
53053071505,"Tacoma, WA",0.1855
8029965200,"Cedaredge, CO",0.1855
39095005501,"Toledo, OH",0.1855
4013082019,"Garden Lake Estates, Avondale, AZ",0.1855
35013001900,"White Sands Missile Range, NM",0.1855
48379950100,"Emory, TX",0.1855
47093006208,"Knoxville, TN",0.1855
13111050300,"Blue Ridge, GA",0.1855
6081610400,"Friendly Acres, Redwood City, CA",0.1855
15003006402,"Kalihi Valley, Honolulu, HI",0.1855
55127000400,"Whitewater, WI",0.1855
41057960700,"Cloverdale, OR",0.1855
12115001504,"Sarasota, FL",0.1855
36003950900,"Andover, NY",0.1854
12103024513,"Pinellas Park, FL",0.1854
6037106406,"Sylmar, Los Angeles, CA",0.1854
56003962700,"Greybull, WY",0.1854
6085504901,"Santa Clara, CA",0.1854
4013422210,"Chandler, AZ",0.1854
17161021100,"Moline, IL",0.1854
17197880202,"Romeoville, IL",0.1854
37167931202,"Albemarle, NC",0.1854
48481741100,"Louise, TX",0.1854
51700032123,"North Newport News, Newport News, VA",0.1854
29187950102,"Bonne Terre, MO",0.1854
6009000120,"Copperopolis, CA",0.1854
37157040800,"Madison, NC",0.1854
27037060805,"Apple Valley, MN",0.1854
53011040511,"Camas, WA",0.1854
17031020100,"West Ridge, Chicago, IL",0.1854
36081000100,"Queens County, NY",0.1854
6095252402,"Fairfield, CA",0.1854
17031600600,"Bridgeport, Chicago, IL",0.1854
41047010303,"Gervais, OR",0.1854
20121100602,"Paola, KS",0.1854
37167930300,"Albemarle, NC",0.1854
13045911100,"Carrollton, GA",0.1854
18173030200,"Elberfeld, IN",0.1853
6037191301,"East Hollywood, Los Angeles, CA",0.1853
37119005605,"College Downs, Charlotte, NC",0.1853
51041100210,"Richmond, VA",0.1853
48245000400,"Beaumont, TX",0.1853
45063021305,"Lexington County, SC",0.1853
17055041200,"Thompsonville, IL",0.1853
41071030202,"Newberg, OR",0.1853
40047001401,"Enid, OK",0.1853
6073018519,"Tri-City, Oceanside, CA",0.1853
34009022101,"Cape May County, NJ",0.1853
48201343200,"La Porte, TX",0.1853
21007950200,"Barlow, KY",0.1853
41017000402,"Sunriver, OR",0.1853
49049010107,"Eagle Mountain, UT",0.1853
4013111800,"Encanto Village, Phoenix, AZ",0.1853
6071000207,"Montclair, CA",0.1853
39147963400,"Tiffin, OH",0.1853
4013422308,"Oaktree Park, Gilbert, AZ",0.1853
16005940000,"Pocatello, ID",0.1852
40143007410,"Tulsa, OK",0.1852
36059414301,"Freeport, NY",0.1852
6045010900,"Ukiah, CA",0.1852
6071000606,"Chino, CA",0.1852
55087010100,"Downtown, Appleton, WI",0.1852
13067030106,"Acworth, GA",0.1852
17097861504,"Waukegan, IL",0.1852
24033800606,"Greater Upper Marlboro, Upper Marlboro, MD",0.1852
34007602601,"Pennsauken Township, NJ",0.1852
26099256200,"Roseville, MI",0.1852
12083002302,"Ocala, FL",0.1852
6037106112,"Sylmar, Los Angeles, CA",0.1852
6065044924,"Cathedral City, CA",0.1852
8005006100,"Englewood, CO",0.1852
9011702300,"Conning Towers-Nautilus Park, Groton, CT",0.1852
27053103000,"Northeast Minneapolis, Minneapolis, MN",0.1852
12099003400,"Southside, West Palm Beach, FL",0.1852
13001950400,"Surrency, GA",0.1852
8031006901,"Goldsmith, Denver, CO",0.1852
34039034500,"Linden, NJ",0.1851
49011125406,"Layton, UT",0.1851
6067009005,"Sacramento, CA",0.1851
12073002507,"Tallahassee, FL",0.1851
12103026816,"Safety Harbor, FL",0.1851
41047001401,"Keizer, OR",0.1851
6037408724,"Rowland Heights, CA",0.1851
29095017700,"Independence, MO",0.1851
37097061203,"Mooresville, NC",0.1851
40143005001,"Tulsa, OK",0.1851
36047087800,"Kings County, NY",0.1851
39113003100,"Belmont, Dayton, OH",0.1851
48215020721,"Ponderosa, McAllen, TX",0.1851
36103145704,"Central Islip, NY",0.1851
5007021407,"Rogers, AR",0.1851
17163503404,"O'Fallon, IL",0.1851
6107002302,"Tulare, CA",0.1851
21157950200,"Calvert City, KY",0.1851
55137960800,"Wautoma, WI",0.1851
37171930400,"Mount Airy, NC",0.185
19155030200,"Council Bluffs, IA",0.185
54039000500,"Charleston, WV",0.185
41065970200,"The Dalles, OR",0.185
4027010911,"Yuma, AZ",0.185
4019003200,"Peter Howell, Tucson, AZ",0.185
9011870200,"Conning Towers-Nautilus Park, Groton, CT",0.185
40027202002,"South Oklahoma City, Moore, OK",0.185
5059020500,"Malvern, AR",0.185
6037310501,"Burbank, CA",0.185
6037535603,"South Gate, CA",0.185
1003011406,"Orange Beach, AL",0.185
39029951700,"East Liverpool, OH",0.185
37119006215,"Huntersville, NC",0.185
6037433302,"El Monte, CA",0.185
55079018100,"Bay View, Milwaukee, WI",0.185
6053001801,"Salinas, CA",0.185
56025000700,"Casper, WY",0.185
47181950400,"Cypress Inn, TN",0.185
26111291500,"Midland, MI",0.185
8005007500,"Jewell Heights - Hoffman Heights, Aurora, CO",0.1849
26111290100,"Midland, MI",0.1849
54097966800,"Buckhannon, WV",0.1849
6113010800,"Woodland, CA",0.1849
13087970600,"Bainbridge, GA",0.1849
17117956600,"Brighton, IL",0.1849
8041001302,"West Colorado Springs, Colorado Springs, CO",0.1849
15007940000,"Anahola, HI",0.1849
12129010202,"Crawfordville, FL",0.1849
53033009000,"Atlantic, Seattle, WA",0.1849
27053002400,"Northeast Minneapolis, Minneapolis, MN",0.1849
12086005403,"Little Havana, Miami, FL",0.1849
42017100600,"Bristol, PA",0.1849
17031570500,"South Side, Chicago, IL",0.1849
13223120102,"Dallas, GA",0.1849
29183311004,"Saint Charles, MO",0.1849
19139050500,"Muscatine, IA",0.1849
54011010300,"Huntington, WV",0.1849
53071920100,"Walla Walla, WA",0.1849
53005011900,"Benton City, WA",0.1849
32003003416,"Las Vegas, NV",0.1849
53011041400,"Camas, WA",0.1849
53067011300,"Lacey, WA",0.1849
40115574600,"Miami, OK",0.1848
53033028000,"Seattle, WA",0.1848
48113016518,"Duncanville, TX",0.1848
51059480903,"Herndon, VA",0.1848
55095960100,"Frederic, WI",0.1848
26017280800,"Bay City, MI",0.1848
36047072200,"Kings County, NY",0.1848
51065020300,"Scottsville, VA",0.1848
34011010800,"Bridgeton, NJ",0.1848
39049006932,"Forest Park East, Columbus, OH",0.1848
26123970600,"Fremont, MI",0.1848
19039960200,"Osceola, IA",0.1848
48201542200,"Katy, TX",0.1848
37089931200,"Hendersonville, NC",0.1848
6071002704,"Rialto, CA",0.1848
39155930400,"North Bloomfield, OH",0.1847
8013013306,"Longmont, CO",0.1847
17029000300,"Mattoon, IL",0.1847
49057210600,"Roy, UT",0.1847
24031702301,"Silver Spring, MD",0.1847
26125160400,"Southfield, MI",0.1847
31141965600,"Columbus, NE",0.1847
39019720600,"Carrollton, OH",0.1847
36081055100,"Queens County, NY",0.1847
47149040806,"Smyrna, TN",0.1847
48439111541,"Southeast Arlington, Arlington, TX",0.1847
8075966000,"Sterling, CO",0.1847
53019970200,"Republic, WA",0.1847
47009010500,"Maryville, TN",0.1847
25009252501,"Methuen, MA",0.1847
36067013900,"Syracuse, NY",0.1847
53033029003,"Des Moines, WA",0.1847
26147634100,"Smiths Creek, MI",0.1847
25025000803,"Allston, Boston, MA",0.1847
6083003001,"Goleta, CA",0.1847
48439102700,"Cultural District, Fort Worth, TX",0.1847
51165010400,"Broadway, VA",0.1847
48201451402,"George Bush Park/Eldridge, Houston, TX",0.1846
1001020400,"Prattville, AL",0.1846
5085020206,"Cabot, AR",0.1846
27173970200,"Canby, MN",0.1846
48157674700,"Riverpark West, Richmond, TX",0.1846
24033804101,"Cheverly, MD",0.1846
36117021000,"Newark, NY",0.1846
17181950500,"Dongola, IL",0.1846
54107000903,"Parkersburg, WV",0.1846
6037195803,"Silver Lake, Los Angeles, CA",0.1846
20177004100,"Central Topeka 1, Topeka, KS",0.1846
42101037800,"North Philadelphia, Philadelphia, PA",0.1846
34025804700,"Eatontown, NJ",0.1846
29161890100,"Saint James, MO",0.1846
6065044701,"Palm Springs, CA",0.1846
36119006200,"New Rochelle, NY",0.1846
49035112202,"Murray, UT",0.1846
5125010408,"Alexander, AR",0.1846
12011110319,"Miramar, FL",0.1846
21233960200,"Dixon, KY",0.1846
1097003707,"Malibar Heights, Mobile, AL",0.1845
23011021000,"Clinton, ME",0.1845
48233950200,"Stinnett, TX",0.1845
12103022700,"Disston Heights, Saint Petersburg, FL",0.1845
29095013416,"Grandview, MO",0.1845
48223950300,"Sulphur Springs, TX",0.1845
6037195804,"Silver Lake, Los Angeles, CA",0.1845
48201542400,"Westgrenn, Katy, TX",0.1845
42097081700,"Shamokin, PA",0.1845
47093006205,"Knoxville, TN",0.1845
20169000400,"Salina, KS",0.1845
39017010102,"Oxford, OH",0.1845
6073002703,"Mid-City, San Diego, CA",0.1845
40131050604,"Claremore, OK",0.1844
51059415401,"Alexandria, VA",0.1844
40109107405,"Southeast Oklahoma City, Oklahoma City, OK",0.1844
30111001501,"Shepherd, MT",0.1844
39149971900,"Sidney, OH",0.1844
12117021706,"Altamonte Springs, FL",0.1844
29510105198,"Skinker DeBaliviere, St. Louis, MO",0.1844
29203470100,"Eminence, MO",0.1844
48203020603,"Hallsville, TX",0.1844
17101881000,"Lawrenceville, IL",0.1844
12109021004,"St. Augustine, FL",0.1844
18067000800,"Kokomo, IN",0.1844
36005028900,"Bronx County, NY",0.1844
39045031100,"Bremen, OH",0.1844
20173008300,"Pleasant Valley, Wichita, KS",0.1844
12053041006,"Spring Hill, FL",0.1844
40153953500,"Woodward, OK",0.1844
49035113105,"Herriman, UT",0.1844
24039930300,"Westover, MD",0.1844
13245001602,"Augusta, GA",0.1844
23003951700,"Fort Fairfield, ME",0.1844
12101032006,"Angus Valley, Zephyrhills, FL",0.1844
12087970300,"Key Largo, FL",0.1843
6025012200,"Calexico, CA",0.1843
1125010301,"Northport, AL",0.1843
48053960100,"Bertram, TX",0.1843
26157001200,"Millington, MI",0.1843
48167723400,"Santa Fe, TX",0.1843
47179061401,"Gray, TN",0.1843
6101050403,"Yuba City, CA",0.1843
13067030504,"Marietta, GA",0.1843
39023002502,"Springfield, OH",0.1843
51185020600,"Pounding Mill, VA",0.1843
27123034702,"Conway, Saint Paul, MN",0.1843
42069101600,"Scranton, PA",0.1843
41005022400,"McLoughlin, Oregon City, OR",0.1843
12095015103,"Orlando, FL",0.1843
18035000700,"Muncie, IN",0.1843
13215010106,"Columbus, GA",0.1843
41071030900,"Dayton, OR",0.1843
39171950100,"Pioneer, OH",0.1843
13139000305,"Murrayville, GA",0.1843
26125127400,"Clarkston, MI",0.1843
51195931400,"Wise, VA",0.1843
40051000901,"Minco, OK",0.1842
12086005001,"Little Havana, Miami, FL",0.1842
48201541602,"Glencairn, Houston, TX",0.1842
39151714901,"East Sparta, OH",0.1842
6075016400,"Western Addition, San Francisco, CA",0.1842
6067003202,"Southeastern Sacramento, Sacramento, CA",0.1842
24033801406,"Fort Washington, MD",0.1842
37057060500,"Thomasville, NC",0.1842
26161416000,"Allen, Ypsilanti, MI",0.1842
8005082300,"Horseshoe Park, Aurora, CO",0.1842
25003935300,"North Adams, MA",0.1842
1083020102,"Elkmont, AL",0.1842
25013810300,"Three Rivers, Palmer, MA",0.1842
27003050704,"Coon Rapids, MN",0.1842
29033960200,"Carrollton, MO",0.1842
41051010100,"North Central, Gresham, OR",0.1842
47157021334,"Memphis, TN",0.1842
21089040202,"Flatwoods, KY",0.1842
1051030701,"Wetumpka, AL",0.1842
12111381503,"Port St. Lucie, FL",0.1842
5051012001,"Hot Springs Village, AR",0.1842
51191010602,"Meadowview, VA",0.1842
51171040100,"Strasburg, VA",0.1842
32003004919,"Las Vegas, NV",0.1842
8001009607,"Westminster, CO",0.1842
6037293304,"Harbor City, Los Angeles, CA",0.1842
32003005836,"Las Vegas, NV",0.1842
26125171400,"Oak Park, MI",0.1841
12127091026,"Deltona Lakes, Deltona, FL",0.1841
15003010601,"Kaneohe, HI",0.1841
6037192610,"Central LA, Los Angeles, CA",0.1841
15003006500,"Kalihi Valley, Honolulu, HI",0.1841
6067008131,"Sacramento, CA",0.1841
17051950600,"Brownstown, IL",0.1841
8099000100,"Lamar, CO",0.1841
53033026200,"Tukwila, WA",0.1841
37097061205,"Statesville, NC",0.1841
48437950400,"Kress, TX",0.1841
6037123103,"North Hollywood, Los Angeles, CA",0.1841
36081040900,"Queens County, NY",0.1841
19153010802,"Bloomfield/Allen, Des Moines, IA",0.1841
20045000902,"Lawrence, KS",0.1841
22125951800,"Saint Francisville, LA",0.1841
42003523502,"Universal, Pittsburgh, PA",0.1841
51109950300,"Louisa, VA",0.1841
41061970500,"La Grande, OR",0.1841
35001004728,"La Luz Del Sol, Albuquerque, NM",0.1841
40145030405,"Broken Arrow, OK",0.184
41029001200,"Medford, OR",0.184
48135002300,"Odessa, TX",0.184
48085031202,"Royse City, TX",0.184
35013001303,"Las Cruces, NM",0.184
12095014606,"Florida Center North, Orlando, FL",0.184
8059010213,"Lamar Heights Area, Arvada, CO",0.184
5139950500,"El Dorado, AR",0.184
46029954501,"Watertown, SD",0.184
53067012530,"Rainier, WA",0.184
48141010326,"Sandy Creek, El Paso, TX",0.184
55027960900,"Beaver Dam, WI",0.184
45035010604,"Summerville, SC",0.184
6043000101,"Mariposa, CA",0.184
51105950300,"Pennington Gap, VA",0.184
28033070722,"Olive Branch, MS",0.184
23023970100,"Richmond, Richmond, ME",0.184
24031700815,"Germantown, MD",0.184
39023001600,"Meadow Lane Estates, Springfield, OH",0.184
49043964101,"Coalville, UT",0.184
18119955900,"Spencer, IN",0.184
6037405400,"Covina, CA",0.184
37081017200,"Whitsett, NC",0.184
34039039100,"Plainfield, NJ",0.184
6019005701,"Clovis, CA",0.184
40131050303,"Claremore, OK",0.1839
17161022900,"Rock Island, IL",0.1839
48355003601,"Calallen, Corpus Christi, TX",0.1839
36005029600,"Bronx County, NY",0.1839
48187210607,"New Braunfels, TX",0.1839
51089010200,"Collinsville, VA",0.1839
6095253300,"Dixon, CA",0.1839
32017950100,"Pioche, NV",0.1839
48041001606,"Parkway Plaza, College Station, TX",0.1839
6045011102,"Point Arena, CA",0.1839
17197883700,"Steger, IL",0.1839
23027045000,"Searsmont, ME",0.1839
54057010500,"Keyser, WV",0.1839
6037405600,"West Covina, CA",0.1839
26163584700,"Taylor, MI",0.1839
6037461501,"North Central, Pasadena, CA",0.1839
21089040300,"Raceland, KY",0.1839
48277000402,"Reno, TX",0.1839
37011930302,"Newland, NC",0.1839
37133001000,"Jacksonville, NC",0.1839
29095010600,"East Side, Kansas City, MO",0.1839
39133601100,"Ravenna, OH",0.1839
25025100601,"Dorchester, Boston, MA",0.1839
21051950500,"Manchester, KY",0.1839
12095016803,"Orlando, FL",0.1839
37191001302,"Goldsboro, NC",0.1839
55141011200,"Wisconsin Rapids, WI",0.1839
37179020312,"Indian Trail, NC",0.1839
24005403201,"Gwynn Oak, Lochearn, MD",0.1839
6013364002,"San Pablo, CA",0.1838
48061012001,"Harlingen, TX",0.1838
24009860402,"Chesapeake Beach, MD",0.1838
48113013620,"Far North Dallas, Dallas, TX",0.1838
35017964700,"Silver City, NM",0.1838
6099001400,"Modesto, CA",0.1838
29099700401,"Cedar Hill, MO",0.1838
12087970400,"Key Largo, FL",0.1838
36061029500,"Inwood, New York, NY",0.1838
48231961100,"Greenville, TX",0.1838
51127700300,"Lanexa, VA",0.1838
37057062002,"Denton, NC",0.1838
48121020506,"Denton, TX",0.1838
1051031100,"Millbrook, AL",0.1838
45045002611,"Taylors, SC",0.1838
21067002002,"Calumet, Lexington, KY",0.1838
26069000300,"Oscoda Township, MI",0.1838
53033030503,"Auburn, WA",0.1838
17031071700,"Lincoln Park, Chicago, IL",0.1837
4013613400,"Wildflower Point, Sun City, AZ",0.1837
53033010701,"Delridge, Seattle, WA",0.1837
6019005704,"Clovis, CA",0.1837
6007002700,"Oroville, CA",0.1837
49049000801,"Geneva, Orem, UT",0.1837
37183053108,"Fuquay Varina, NC",0.1837
17031824702,"Midlothian, IL",0.1837
12101031013,"Regency Park, Port Richey, FL",0.1837
39061021422,"Cincinnati, OH",0.1837
19085290100,"Woodbine, IA",0.1837
48141010316,"Glen Cove, El Paso, TX",0.1837
26059050100,"Somerset Center, MI",0.1836
48311950100,"Tilden, TX",0.1836
36081096400,"Queens County, NY",0.1836
22033001800,"Mid City South, Baton Rouge, LA",0.1836
48439111514,"Southeast Arlington, Arlington, TX",0.1836
48309003602,"Riesel, TX",0.1836
12071040115,"Fort Myers, FL",0.1836
21091960200,"Lewisport, KY",0.1836
26075005600,"Jackson, MI",0.1836
48201343302,"La Porte, TX",0.1836
36047087600,"Kings County, NY",0.1836
19133960300,"Onawa, IA",0.1836
18071967500,"Seymour, IN",0.1836
12035060214,"Palm Coast, FL",0.1836
24015031302,"Rising Sun, MD",0.1836
17031281900,"Near West Side, Chicago, IL",0.1836
48187210803,"Seguin, TX",0.1836
22033002801,"Highlands/Perkins, Baton Rouge, LA",0.1836
