"tract","Name","Fraction_Non-White_in_2010"
6067005606,"Arden Manor, Sacramento, CA",0.3232
48485013401,"Sheppard Air Force Base, TX",0.3228
22051028000,"Marrero, LA",0.3208
6073021202,"Alpine, CA",0.3203
6073008902,"San Diego, CA",0.3174
21111004500,"Iroquois, Louisville, KY",0.3172
6079010703,"Los Osos, Baywood-Los Osos, CA",0.3169
26081002500,"East Hills, Grand Rapids, MI",0.3169
6079010404,"Cambria, CA",0.3166
34005702500,"Mount Holly, NJ",0.3165
4011960300,"Duncan, AZ",0.3165
6097153901,"Healdsburg, CA",0.3164
48111950100,"Dalhart, TX",0.3162
8123001405,"Evans, CO",0.3153
48039661502,"Alvin, TX",0.3139
8059010213,"Lamar Heights Area, Arvada, CO",0.3134
48085031003,"Princeton, TX",0.3105
26163566500,"Wayne, MI",0.3097
8001008550,"Thornton, CO",0.309
48439110401,"Lake Worth, TX",0.306
45007012002,"Anderson, SC",0.3054
42101032600,"Northeast Philadelphia, Philadelphia, PA",0.3041
45063020707,"West Columbia, SC",0.3035
6081609500,"San Carlos, CA",0.3032
51177020205,"Fredericksburg, VA",0.303
34023002605,"Colonia, Woodbridge Township, NJ",0.3029
6029002807,"Olde Stockdale, Bakersfield, CA",0.3028
4005000700,"Flagstaff, AZ",0.3013
17031110200,"Gladstone Park, Chicago, IL",0.3013
12031011700,"Biltmore, Jacksonville, FL",0.3011
13247060101,"Conyers, GA",0.3009
6111001202,"Ventura, CA",0.3008
25017310602,"Pawtucketville, Lowell, MA",0.3003
6037574901,"Los Altos, Long Beach, CA",0.2996
39035134100,"Berea, OH",0.2981
13175950600,"Dudley, GA",0.298
26125197200,"Troy, MI",0.2973
53067011200,"Lacey, WA",0.2972
47149040308,"Smyrna, TN",0.2972
6037670328,"Palos Verdes Estates, CA",0.2962
5017080100,"Lake Village, AR",0.2957
40109106911,"10/18 Neighborhood Watch, Oklahoma City, OK",0.2952
51135980100,"Blackstone, VA",0.2941
48487950600,"Vernon, TX",0.2941
51013102802,"Claremont, Arlington, VA",0.2934
10005050301,"Bridgeville, DE",0.2922
4013061026,"Surprise Farms, Surprise, AZ",0.292
34025803100,"Matawan, NJ",0.2919
9011980000,"Conning Towers-Nautilus Park, Groton, CT",0.2918
6037276400,"Westchester, Los Angeles, CA",0.2918
40109107705,"Midwest City, OK",0.2914
36027140602,"Poughkeepsie, NY",0.2905
42003140200,"Squirrel Hill North, Pittsburgh, PA",0.2902
41051009804,"Centennial, Portland, OR",0.2897
28081951100,"Plantersville, MS",0.2892
37153970300,"Rockingham, NC",0.2882
51550020600,"South Norfolk, Chesapeake, VA",0.2882
17031803608,"Palatine, IL",0.2877
12103025018,"Saint Petersburg, FL",0.2876
48149970600,"Schulenburg, TX",0.2875
39093023400,"Lorain, OH",0.2874
18057110903,"Carmel, IN",0.2866
13039010301,"Kingsland, GA",0.2861
42095010700,"Bethlehem, PA",0.2856
20035494100,"Arkansas City, KS",0.2853
6037125600,"North Hollywood, Los Angeles, CA",0.2845
26159010400,"South Haven, MI",0.2842
39049007043,"Slate Hill, Columbus, OH",0.2837
51107611209,"Sterling, VA",0.2831
51041100920,"Bon Air, VA",0.2829
26077001507,"Knollwood, Kalamazoo, MI",0.281
6073005400,"Downtown, San Diego, CA",0.2808
36085029102,"Richmond County, NY",0.2807
12001002209,"Gainesville, FL",0.2797
36007000900,"Binghamton, NY",0.2787
37021001300,"Asheville, NC",0.2771
8041005900,"Colorado Springs, CO",0.2769
17031060800,"Lake View, Chicago, IL",0.276
27123032000,"Midway, Saint Paul, MN",0.2753
36059405301,"Franklin Square, NY",0.2747
36103190502,"Westhampton Beach, NY",0.2747
51107611004,"Ashburn, VA",0.2744
37157040602,"Stoneville, NC",0.274
17031803610,"Palatine, IL",0.272
12009066800,"Satellite Beach, FL",0.2715
26163591502,"Brownstown Charter Township, MI",0.2715
12103026819,"Clearwater, FL",0.2708
34025809502,"Morganville, Marlboro Township, NJ",0.2705
32003001717,"Las Vegas, NV",0.2705
36029006301,"Forest, Buffalo, NY",0.2703
22003950400,"Oakdale, LA",0.2701
22057020703,"Thibodaux, LA",0.2699
8005083700,"Aurora, CO",0.2695
9009170600,"Meriden, CT",0.2689
4013618200,"Deer Valley, Glendale, AZ",0.2688
29095004400,"Union Hill, Kansas City, MO",0.2686
48301950100,"Mentone, TX",0.2683
6037124700,"Van Nuys, Los Angeles, CA",0.2669
29031881000,"Cape Girardeau, MO",0.266
4013104217,"Glendale, AZ",0.2659
48265960402,"Kerrville, TX",0.2652
17115001700,"Decatur, IL",0.2629
13287970300,"Sycamore, GA",0.2627
32003005321,"Green Valley South, Henderson, NV",0.2615
40119010102,"Stillwater, OK",0.2614
36059405900,"West Hempstead, NY",0.2604
17097864512,"Long Grove, IL",0.2585
1017954200,"Lanett, AL",0.2567
21093000201,"Fort Knox, KY",0.2562
8005085600,"Aurora, CO",0.256
37119002003,"Stonehaven, Charlotte, NC",0.2558
4013610000,"Phoenix, AZ",0.2555
12031016808,"Southside, Jacksonville, FL",0.2553
13153021201,"Kathleen, GA",0.254
37133000302,"Jacksonville, NC",0.2537
4013616000,"Glendale, AZ",0.2535
22017024102,"Keithville, LA",0.2534
18035000400,"Muncie, IN",0.2522
6073019105,"Escondido, CA",0.2513
29095015200,"River Market, Kansas City, MO",0.2478
48181000902,"Sherman, TX",0.2478
36111954700,"Ellenville, NY",0.2462
24005490605,"Towson, MD",0.246
21021930400,"Danville, KY",0.2456
12057013604,"Tampa, FL",0.2449
12071001202,"Heritage Palms, Fort Myers, FL",0.2442
34035051400,"Manville, NJ",0.2437
37135011202,"Chapel Hill, NC",0.2431
36027040003,"Wingdale, NY",0.2426
17043842710,"Glen Ellyn, IL",0.2413
42091205100,"Bryn Mawr, PA",0.2402
36059517802,"Locust Valley, NY",0.2402
12117021314,"Oviedo, FL",0.24
41051000802,"Creston - Kenilworth, Portland, OR",0.2393
34035052201,"Warren, NJ",0.2389
29047020604,"Kansas City, MO",0.2388
36007000400,"Binghamton, NY",0.2368
37063002017,"North Garrett Road, Durham, NC",0.2347
8001008551,"Thornton, CO",0.2347
17111870807,"Crystal Lake, IL",0.2346
13213010202,"Chatsworth, GA",0.2339
34041031402,"Hackettstown, NJ",0.2335
17201004003,"South Beloit, IL",0.2333
39061020705,"Cincinnati, OH",0.2329
39049002200,"Italian Village, Columbus, OH",0.2328
12053040908,"Spring Hill, FL",0.2326
27123042900,"Summit - University, Saint Paul, MN",0.2326
40143007524,"Tulsa, OK",0.2325
25027731202,"Main South, Worcester, MA",0.2322
34027046103,"Flanders, Mount Olive Township, NJ",0.2321
26027001600,"Cassopolis, MI",0.2314
6079010701,"Los Osos, Baywood-Los Osos, CA",0.2314
6037701202,"Wilshire Montana, Santa Monica, CA",0.2307
4013616700,"Deer Valley, Phoenix, AZ",0.2301
53033002100,"Northeast Seattle, Seattle, WA",0.2298
26099260900,"Warren, MI",0.2286
21117065000,"Covington, KY",0.2284
37183052904,"Hampton Ridge, Raleigh, NC",0.2278
53073000200,"Bellingham, WA",0.2273
4013071513,"Peoria, AZ",0.2271
20177000900,"Oakland, Topeka, KS",0.2267
36103122602,"Deer Park, NY",0.2248
42029302202,"Exton, PA",0.2248
51810041400,"Northwest, Virginia Beach, VA",0.2241
34005700602,"Riverside, NJ",0.2238
42049002000,"Little Italy, Erie, PA",0.2232
53061052708,"Marysville, WA",0.2232
34005700503,"Moorestown-Lenola, Moorestown, NJ",0.223
36119009702,"White Plains, NY",0.2227
45045002816,"Simpsonville, SC",0.2218
6071010901,"Lake Arrowhead, CA",0.2208
32510001002,"Carson City, NV",0.2207
47149040304,"Smyrna, TN",0.2207
39035106200,"Old Brooklyn, Cleveland, OH",0.2192
51153901234,"Manassas, VA",0.2192
26085961200,"Baldwin, MI",0.2191
25017358100,"Lexington, MA",0.2186
1033020200,"Sheffield, AL",0.2182
53005010809,"Kennewick, WA",0.218
6037214600,"Central LA, Los Angeles, CA",0.2178
36103123001,"West Babylon, NY",0.2177
6001400200,"Rockridge, Oakland, CA",0.2168
48453001200,"Clarksville, Austin, TX",0.2166
45035010809,"Summerville, SC",0.2165
10003010400,"Wilmington, DE",0.2163
8067970800,"Durango, CO",0.2154
36067016100,"Jamesville, NY",0.2149
49035114200,"West Jordan, UT",0.2148
42045409601,"Bryn Mawr, PA",0.214
25017385202,"Ashland, MA",0.2131
48439113212,"Fort Worth, TX",0.2129
6063000400,"Greenville, CA",0.2122
36083040200,"Troy, NY",0.2119
26099231600,"Sterling Heights, MI",0.2117
45019004702,"Mount Pleasant, SC",0.2109
17097864519,"Buffalo Grove, IL",0.2107
9001211400,"Danbury, CT",0.2101
36103158111,"Selden, NY",0.2094
39165031903,"Mason, OH",0.2084
39153505500,"Kenmore, Akron, OH",0.2076
53033004200,"Northeast Seattle, Seattle, WA",0.2075
53007961302,"Wenatchee, WA",0.2067
1001020700,"Prattville, AL",0.2065
12091023307,"Destin, FL",0.2047
40087400202,"Washington, OK",0.2041
53061051913,"Brier, WA",0.2023
27053026018,"Eden Prairie, MN",0.2009
44007011200,"Valley Falls, Cumberland, RI",0.198
13067030311,"Marietta, GA",0.195
16039960300,"Mountain Home, ID",0.1939
32003005437,"Lake Las Vegas, Henderson, NV",0.1932
37081016009,"Greensboro, NC",0.1924
37105030102,"Sanford, NC",0.1912
40125501300,"Wanette, OK",0.19
12019030903,"Orange Park, FL",0.1898
17031063400,"Lake View East, Chicago, IL",0.1881
21067002200,"Meadowthorpe, Lexington, KY",0.1879
8031002702,"Central, Denver, CO",0.1873
48201430400,"Memorial, Houston, TX",0.1872
26163577600,"Lincoln Park, MI",0.1865
53033032104,"Squak Mountain, Issaquah, WA",0.1865
51195931200,"Big Stone Gap, VA",0.1863
20173009513,"Wichita, KS",0.186
4019004423,"Tucson, AZ",0.1855
21111011708,"Louisville, KY",0.183
18057111007,"Carmel, IN",0.1815
6073020016,"Carlsbad, CA",0.1797
39151712400,"Louisville, OH",0.1794
55079020900,"Tippecanoe, Milwaukee, WI",0.1782
22051026300,"Harvey, LA",0.1776
42091206501,"Collegeville, PA",0.1758
37179020311,"Indian Trail, NC",0.1744
21179930302,"Bardstown, KY",0.173
6037800326,"Westlake Village, CA",0.1728
51760060600,"Westover Hills, Richmond, VA",0.1726
37119001000,"Plaza Midwood, Charlotte, NC",0.1725
35049010400,"Santa Fe, NM",0.1725
39095004501,"Beverly, Toledo, OH",0.1712
34003026200,"Hillsdale, NJ",0.1709
29145020300,"Neosho, MO",0.1704
17031801606,"Northbrook, IL",0.1695
39049009440,"South Columbus, Groveport, OH",0.1688
36061013600,"Upper East Side, New York, NY",0.1682
48419950500,"Center, TX",0.168
37129011903,"Carleton Place, Wilmington, NC",0.1662
51660000401,"Harrisonburg, VA",0.1661
12031016400,"Southside, Jacksonville, FL",0.1652
21101020200,"Henderson, KY",0.164
42017100404,"Levittown, PA",0.1634
55117011400,"Ellis Historical District, Sheboygan, WI",0.163
12103025011,"Largo, FL",0.1624
26125183000,"Royal Oak, MI",0.1614
45057011202,"Lancaster, SC",0.1591
51113930100,"Aroda, VA",0.1572
20051072900,"Hays, KS",0.1566
47113001609,"Jackson, TN",0.1558
6023010300,"McKinleyville, CA",0.155
41039002902,"Eugene, OR",0.1543
36119004600,"Bronxville, NY",0.1541
26163574100,"Dearborn, MI",0.1537
36089491200,"Potsdam, NY",0.1536
48291701300,"Hull, TX",0.1515
53009000700,"Port Angeles, WA",0.1508
12107951100,"San Mateo, FL",0.1502
45043920502,"Murrells Inlet, SC",0.1496
8035014503,"Castle Rock, CO",0.1491
12061050402,"Vero Beach, FL",0.1482
41039003600,"Laurel Hill, Eugene, OR",0.147
1121010400,"Munford, AL",0.1466
37035010501,"Hickory, NC",0.1465
12127090904,"Orlandia Heights, DeBary, FL",0.1456
39017010910,"Fairfield, OH",0.1435
4013420216,"Alta Mesa Community Association, Mesa, AZ",0.1435
6073017501,"Encinitas, CA",0.1427
36007013600,"Endicott, NY",0.141
48221160100,"Granbury, TX",0.1408
24005403801,"Baltimore County, MD",0.1398
21111010307,"Louisville, KY",0.1389
39063000900,"Findlay, OH",0.1389
40143007638,"Tulsa, OK",0.1373
36059301900,"Manhasset, NY",0.137
27053023903,"Edina, MN",0.1358
36085014606,"Richmond County, NY",0.134
47041920200,"Smithville, TN",0.1326
24003731203,"Severna Park, MD",0.1323
30063001800,"Missoula County, MT",0.1323
55059002000,"Pleasant Prairie, WI",0.1317
27053000603,"Northeast Minneapolis, Minneapolis, MN",0.1313
51760050500,"Near West End, Richmond, VA",0.1285
13297110503,"Monroe, GA",0.1276
12021010606,"East Naples, Naples, FL",0.1271
24005408601,"Lutherville-Timonium, MD",0.1269
49035112805,"Sandy, UT",0.1256
17197883513,"Tinley Park, IL",0.1249
51121020800,"Christiansburg, VA",0.1247
41033361200,"Grants Pass, OR",0.1245
42091203207,"Blue Bell, PA",0.1244
42133022000,"Hanover, PA",0.1242
42027012300,"State College, PA",0.1234
12021010108,"Naples, FL",0.1231
13139000101,"Lula, GA",0.1231
21067002800,"Hill N Dale, Lexington, KY",0.1229
13139000102,"Gainesville, GA",0.1224
18087970100,"Lagrange County, IN",0.1213
8005007101,"Byers, CO",0.1208
39113040401,"Montgomery County, OH",0.1206
45019004612,"Mount Pleasant, SC",0.1205
8035014203,"Littleton, CO",0.1201
39145003600,"2nd Ward, Portsmouth, OH",0.1191
37071032402,"Belmont, NC",0.1185
34025802200,"Keansburg, NJ",0.1182
55079090200,"Wauwatosa, WI",0.1178
25001012101,"West Yarmouth, Yarmouth, MA",0.1173
54061010101,"Morgantown, WV",0.1173
26163562500,"Plymouth, MI",0.1169
26099255900,"Roseville, MI",0.1166
49049000711,"Orchard North, Orem, UT",0.1165
55009000600,"Green Bay, WI",0.1164
41039002401,"Eugene, OR",0.116
1049961000,"Fort Payne, AL",0.1147
34025811900,"Allentown, NJ",0.1139
39069000600,"Deshler, OH",0.1138
41005023500,"Eagle Creek, OR",0.1131
41019190000,"Myrtle Creek, OR",0.1128
24011955400,"Denton, MD",0.1121
41051001500,"Southeast Portland, Portland, OR",0.111
55133202103,"Waukesha, WI",0.1109
24005404600,"Reisterstown, MD",0.1104
13057090802,"Canton, GA",0.1101
26163558400,"Livonia, MI",0.1092
23005001100,"West End, Portland, ME",0.1088
55055101000,"Jefferson, WI",0.1087
1125010101,"Tuscaloosa, AL",0.1062
8035014403,"Castle Rock, CO",0.1052
40149965100,"New Cordell, OK",0.1046
36119012503,"South Salem, NY",0.1039
48339691000,"Spring, TX",0.1037
32031001010,"Reno, NV",0.1037
26163569800,"Garden City, MI",0.1032
55035001400,"Eau Claire, WI",0.1021
25003921300,"North Adams, MA",0.1016
42003501000,"McKeesport, PA",0.101
51185020200,"Bluefield, VA",0.0994
41039001301,"Cottage Grove, OR",0.0992
4013216816,"North Scottsdale, Scottsdale, AZ",0.0984
38035011200,"Grand Forks, ND",0.0982
24510240400,"Riverside Park, Baltimore, MD",0.0968
42029302706,"West Chester, PA",0.0967
36059416801,"Long Beach, NY",0.0956
39143961100,"Gibsonburg, OH",0.0953
55133200202,"Market Square, Menomonee Falls, WI",0.0946
42029303100,"West Chester, PA",0.0941
45045004001,"Travelers Rest, SC",0.0939
49049000603,"Lindon, UT",0.0938
9001110500,"Shelton, CT",0.0936
17097865000,"Lake Forest, IL",0.0932
53073000400,"Columbia, Bellingham, WA",0.0932
54025950600,"Lewisburg, WV",0.0921
41051010500,"Corbett, OR",0.0914
42049012202,"Edinboro, PA",0.0896
8013012701,"Boulder, CO",0.0896
25017320102,"Hopkinton, MA",0.0889
23005003100,"Pleasantdale, South Portland, ME",0.0884
55133200803,"Imperial Estates, Brookfield, WI",0.0857
41003010100,"Albany, OR",0.0853
12071090100,"Boca Grande, FL",0.0853
8083969200,"Lewis, CO",0.0853
41009970300,"Rainier, OR",0.0846
26115830500,"Carleton, MI",0.0837
55087011300,"Appleton, WI",0.0834
55133200901,"Capitol Drive Garden Acres, Brookfield, WI",0.0834
26021001000,"Saint Joseph, MI",0.0829
34027046297,"Long Valley, Washington Township, NJ",0.0828
48113019502,"Park Cities, Dallas, TX",0.0819
42079215503,"Mountain Top, PA",0.0816
39085206300,"Perry, OH",0.0811
23019000300,"Bangor, ME",0.0798
4019004325,"Canoa Ranch, Green Valley, AZ",0.0791
18163010201,"Evansville, IN",0.0791
56033000100,"Sheridan, WY",0.0791
46081966302,"Spearfish, SD",0.0785
17097864700,"Highland Park, IL",0.0783
9001045101,"Wilton, CT",0.0779
54011000300,"Huntington, WV",0.0749
36059411302,"Woodmere Park, Woodmere, NY",0.0722
47079969700,"Springville, TN",0.0707
20177003302,"Topeka, KS",0.0702
16001010224,"Eagle, ID",0.0698
42003439000,"Sewickley, PA",0.0692
19113000100,"Marion, IA",0.0675
37081012505,"Hamilton Lakes, Greensboro, NC",0.0669
26111291200,"Midland, MI",0.0664
47147080104,"White House, TN",0.066
47163041800,"Kingsport, TN",0.0658
54049020300,"Fairmont, WV",0.0658
12115001801,"Sarasota, FL",0.0654
5045030303,"Vilonia, AR",0.0652
42003487000,"Dravosburg, PA",0.0647
26139021700,"Hudsonville, MI",0.0645
36069051000,"Canandaigua, NY",0.0641
54033030200,"North View, Clarksburg, WV",0.0608
51023040401,"Troutville, VA",0.0595
39153530606,"Stow, OH",0.0594
25009217500,"Beverly, MA",0.0588
49049000205,"American Fork, UT",0.0586
5115951000,"Russellville, AR",0.0576
17159978000,"Olney, IL",0.0566
55015020500,"Chilton, WI",0.0556
55089640100,"Grafton, WI",0.0553
39103416100,"Brunswick, OH",0.0553
26049013204,"Fenton, MI",0.055
45051050303,"Myrtle Beach, SC",0.0535
42125795700,"Fredericktown, PA",0.0535
36055011902,"Fairport, NY",0.053
18099020702,"Bourbon, IN",0.0523
36021000401,"Kinderhook, NY",0.0522
25027747101,"Blackstone, MA",0.0513
25001010900,"Brewster, MA",0.051
12099007617,"Boca Raton, FL",0.051
36029015401,"Derby, NY",0.051
39131952200,"Waverly, OH",0.0509
50003970300,"West Rupert, Rupert, VT",0.05
42097080600,"Northumberland, PA",0.0492
39153532502,"Richfield, OH",0.0488
34019011600,"Stockton, NJ",0.0488
18105001501,"Bloomington, IN",0.0482
8079973600,"Creede, CO",0.0478
23005003701,"Cape Elizabeth, ME",0.0475
29137960200,"Paris, MO",0.0469
26005030702,"Allegan, MI",0.0464
37053110101,"Corolla, NC",0.0461
26139021400,"Grand Rapids, MI",0.0458
26087332500,"North Branch, MI",0.0455
55073002100,"Marshfield, WI",0.0449
17179020800,"Pekin, IL",0.0448
34009021702,"Cape May, NJ",0.0444
21035010700,"Murray, KY",0.0439
21091960200,"Lewisport, KY",0.0435
38057961600,"Hazen, ND",0.0429
36037951300,"Pavilion, NY",0.0425
36025971100,"Roxbury, NY",0.0416
27025110502,"Lindstrom, MN",0.0412
42095015500,"Pen Argyl, PA",0.0412
23019002000,"Hampden, Hampden, ME",0.0404
26059050900,"Hillsdale, MI",0.0401
39023003002,"Springfield, OH",0.04
36019100100,"Champlain, NY",0.0398
39089755300,"Johnstown, OH",0.0396
31119960802,"Norfolk, NE",0.0395
5075470502,"Walnut Ridge, AR",0.039
39023002000,"Aberfelda Hills, Springfield, OH",0.039
47163041400,"Kingsport, TN",0.0389
36113073000,"Warrensburg, NY",0.0386
5137950202,"Mountain View, AR",0.0386
26093722100,"Fowlerville, MI",0.0383
17119401721,"Bethalto, IL",0.0378
33015062500,"Kensington, NH",0.0368
29187950700,"Farmington, MO",0.0367
51165011200,"Dayton, VA",0.0365
23025966700,"Skowhegan, ME",0.0363
29099700502,"Hillsboro, MO",0.0363
38095951500,"Cando, ND",0.0361
47129110100,"Sunbright, TN",0.036
55095960700,"Saint Croix Falls, WI",0.0352
5049550200,"Viola, AR",0.0336
25005646101,"Westport, MA",0.0333
42079211101,"Exeter, PA",0.0333
26147637100,"Marysville, MI",0.0332
54033031900,"Shinnston, WV",0.0323
26029000500,"Beaver Island, MI",0.032
39091004800,"West Liberty, OH",0.0318
42077005200,"Slatington, PA",0.0313
26053950700,"Ironwood, MI",0.0308
39041011101,"Ashley, OH",0.0304
39089754700,"Utica, OH",0.0301
47025970800,"Tazewell, TN",0.0298
33019975500,"Lempster, NH",0.0298
21207960400,"Russell Springs, KY",0.029
42051262800,"Uniontown, PA",0.029
36083052201,"Poestenkill, NY",0.0289
42107000800,"Frackville, PA",0.0286
18061060100,"Palmyra, IN",0.0285
27091790300,"Welcome, MN",0.028
20039951100,"Oberlin, KS",0.0272
12085001407,"Hobe Sound, FL",0.0272
46067968700,"Parkston, SD",0.0259
19131560300,"Osage, IA",0.0242
18027954300,"Odon, IN",0.0224
42119090200,"Millmont, PA",0.0223
42021012200,"Ashville, PA",0.021
19169010200,"Maxwell, IA",0.0208
54049021600,"Mannington, WV",0.0201
42129805000,"Herminie, PA",0.0195
55087012902,"Appleton, WI",0.019
54061011400,"Fairview, WV",0.0188
21043960100,"Olive Hill, KY",0.0175
19017004300,"Readlyn, IA",0.0148
22023002000,,
37119980200,"Charlotte, NC",1
72001956400,"Adjuntas, PR",0.9987
72059740300,"Guayanilla, PR",0.9983
17031681100,"Englewood, Chicago, IL",0.9972
36047113000,"Kings County, NY",0.9964
72041240601,"Cayey, PR",0.9964
36047092000,"Kings County, NY",0.9959
6037541500,"South Los Angeles, Compton, CA",0.9955
47157006800,"Orange Mound, Memphis, TN",0.9929
6037534900,"South Los Angeles, Los Angeles, CA",0.9928
1097000800,"Carver, Mobile, AL",0.9913
17031611000,"Back of the Yards, Chicago, IL",0.99
72127008001,"San Juan, PR",0.9896
48201332200,"South Side, Houston, TX",0.9896
11001009507,"Northeast Washington, Washington, DC",0.9893
29510110100,"Penrose, St. Louis, MO",0.9886
36047111600,"Kings County, NY",0.9885
26163535400,"Fiskhorn, Detroit, MI",0.9882
36047085600,"Kings County, NY",0.9881
72081957800,"Lares, PR",0.9879
6037203600,"Boyle Heights, Los Angeles, CA",0.9878
37067000302,"Winston-Salem, NC",0.9876
6037533002,"South Los Angeles, Los Angeles, CA",0.9876
26163542100,"Detroit, MI",0.9869
1097001302,"Baltimore, Mobile, AL",0.9865
26163545300,"Grandale, Detroit, MI",0.9857
36081018600,"Queens County, NY",0.9852
6037482503,"Garvey, Rosemead, CA",0.9849
22071009200,"Central City, New Orleans, LA",0.9847
36047038100,"Kings County, NY",0.9843
26163513700,"Jefferson Chalmers, Detroit, MI",0.9843
24510190100,"Franklin Square, Baltimore, MD",0.9842
6037236100,"Baldwin Village, Los Angeles, CA",0.9833
1047956500,"Selma, AL",0.9832
6001409000,"Brookfield Village, Oakland, CA",0.9828
17031301803,"Little Village, Chicago, IL",0.9828
24510200100,"Lexington, Baltimore, MD",0.9827
13215002000,"Columbus, GA",0.9813
72061040421,"Guaynabo, PR",0.9798
26163521800,"Woodbridge, Detroit, MI",0.9786
6073003305,"Lincoln Park, San Diego, CA",0.9782
17031301702,"Little Village, Chicago, IL",0.9768
36005007600,"Bronx County, NY",0.9767
48061012505,"San Benito, TX",0.976
36047027700,"Kings County, NY",0.9749
34013018100,"City of Orange, NJ",0.9746
42101011000,"East Parkside, Philadelphia, PA",0.9735
12086009501,"Miami, FL",0.9725
36103123302,"Amityville, NY",0.972
36047117201,"Kings County, NY",0.9716
48215023513,"Edinburg, TX",0.9667
12086000808,"Hialeah, FL",0.9628
20209041100,"Northeast, Kansas City, KS",0.962
36047051002,"Kings County, NY",0.9592
6037404801,"Baldwin Park, CA",0.9588
24510140300,"Druid Heights, Baltimore, MD",0.9576
6085503210,"South San Jose, San Jose, CA",0.9531
12086005802,"Flagami, Miami, FL",0.9524
17031817101,"Bellwood, IL",0.9518
6037407200,"La Puente, CA",0.9513
48201333201,"Southeast Houston, Houston, TX",0.9408
28075000400,"Meridian, MS",0.9406
6001406300,"Meadow Brook, Oakland, CA",0.9385
36103145603,"Brentwood, NY",0.9376
48215022004,"Alamo, TX",0.9353
42101007400,"Southwest Philadelphia, Philadelphia, PA",0.9343
36061018000,"East Harlem, New York, NY",0.9302
36005030200,"Bronx County, NY",0.929
24005402306,"Windsor Mill, Baltimore, MD",0.9281
36047026100,"Kings County, NY",0.928
48201532600,"Inwood North, Houston, TX",0.9233
13067031311,"Austell, GA",0.9222
34013018600,"City of Orange, NJ",0.9221
8031008312,"Montbello, Denver, CO",0.9215
12095012304,"Orlando, FL",0.9188
48489950300,"Raymondville, TX",0.9148
22071004900,"Tulane - Gravier, New Orleans, LA",0.9133
48201452400,"Alief, Houston, TX",0.913
48201233702,"Northeast Houston, Galena Park, TX",0.912
48201533802,"Houston, TX",0.9099
42101006200,"Southwest Philadelphia, Philadelphia, PA",0.9098
6047000301,"Livingston, CA",0.9035
12086000306,"North Miami, FL",0.903
6037120105,"Panorama City, Los Angeles, CA",0.9004
32003004500,"North Las Vegas, NV",0.8987
22019001202,"Lake Charles, LA",0.898
48041000603,"Bryan, TX",0.8978
6067003204,"Avondale, Sacramento, CA",0.8966
42101024200,"Germantown, Philadelphia, PA",0.8945
18097350100,"Indianapolis, IN",0.8924
6071002606,"Southridge Village, Fontana, CA",0.8904
36047032700,"Kings County, NY",0.8895
13089023700,"Atlanta, GA",0.8864
4013112503,"Maryvale Village, Phoenix, AZ",0.8832
36119004100,"Oakwood Heights, Mount Vernon, NY",0.8826
9001070500,"South End, Bridgeport, CT",0.8804
12086018600,"Miami, FL",0.8801
15003008920,"Waipahu, HI",0.8799
36047039300,"Kings County, NY",0.8797
6073013104,"Chula Vista, CA",0.8739
48465950700,"Del Rio, TX",0.8689
6111003011,"Sierra Linda, Oxnard, CA",0.8688
36081079900,"Queens County, NY",0.8669
12011030500,"Pompano Beach, FL",0.8662
6077003406,"Valley Oak, Stockton, CA",0.8641
6073003202,"Paradise Hills, San Diego, CA",0.8532
34017006600,"Jersey City, NJ",0.852
8031004101,"East, Denver, CO",0.8506
36081020500,"Queens County, NY",0.8428
39113070500,"Dayton, OH",0.8412
36047008400,"Kings County, NY",0.8387
6071002305,"Rancho Fontana, Fontana, CA",0.8345
12011110321,"Miramar, FL",0.8341
17031220701,"Logan Square, Chicago, IL",0.8321
48157672301,"Townewest, Sugar Land, TX",0.8302
39049009332,"Berwick, Columbus, OH",0.829
6037551800,"Downey, CA",0.8258
37119001609,"Eastland - Wilora Lake, Charlotte, NC",0.8239
6037554519,"Cerritos, CA",0.8209
6077001700,"August, Stockton, CA",0.8202
42003050600,"Upper Hill, Pittsburgh, PA",0.8182
6065042622,"Moreno Valley, CA",0.8176
48131950200,"Freer, TX",0.814
12057002500,"Northwest Tampa, Tampa, FL",0.8118
18157010500,"West Lafayette, IN",0.8095
39035185101,"South Euclid, OH",0.8095
17031824900,"Markham, IL",0.8087
5139951000,"El Dorado, AR",0.8064
6037405800,"Covina, CA",0.8055
25009206200,"Lynn, MA",0.8002
9009141400,"Beaver Hills, New Haven, CT",0.7965
39095001600,"Olde Towne, Toledo, OH",0.7933
6099003802,"Turlock, CA",0.7913
29095013307,"Grandview, MO",0.7833
26125161000,"Southfield, MI",0.7821
32003003644,"North Las Vegas, NV",0.7788
24005402407,"Windsor Mill, Milford Mill, MD",0.7695
6001444602,"Newark, CA",0.7681
6001405302,"East Lake, Oakland, CA",0.766
6037550800,"Downey, CA",0.7632
25023510900,"Downtown, Brockton, MA",0.7621
6037113234,"Canoga Park, Los Angeles, CA",0.7615
6037551000,"Downey, CA",0.7613
12099006100,"Boynton Beach, FL",0.7606
48113014702,"Irving, TX",0.7553
48141010218,"El Paso, TX",0.7533
34023001413,"Edison, NJ",0.7456
12079110302,"Madison, FL",0.7453
37119001508,"Hickory Grove, Charlotte, NC",0.7425
20057962102,"Dodge City, KS",0.7421
12057010808,"Tampa, FL",0.7415
