"tract","Name","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall"
42091206501,"Collegeville, PA",0.6118
8031006804,"Southeast, Denver, CO",0.6118
19113001700,"Wellington Heights, Cedar Rapids, IA",0.6118
22033003703,"Broadmoor/Sherwood Forest, Baton Rouge, LA",0.6118
51143010100,"Gretna, VA",0.6118
12117021204,"Chuluota, FL",0.6118
48203020501,"Marshall, TX",0.6118
37019020308,"Oak Island, NC",0.6118
47157021333,"Keswick - Stornaway, Memphis, TN",0.6118
48037011501,"New Boston, TX",0.6118
48037011502,"New Boston, TX",0.6118
37183054018,"Northeast Raleigh, Raleigh, NC",0.6118
18089040300,"Munster, IN",0.6118
53011041201,"Ellsworth Springs, Vancouver, WA",0.6118
12111381300,"Fort Pierce, FL",0.6117
18089041500,"Portage, IN",0.6117
13135050428,"Lilburn, GA",0.6117
51810046012,"Virginia Beach, VA",0.6117
13245010709,"Pepperidge, Augusta, GA",0.6117
6111005906,"Westlake Village, CA",0.6117
51153900407,"Woodbridge, VA",0.6117
12127083207,"Port Orange, FL",0.6117
13261950100,"Andersonville, GA",0.6117
32003002406,"Las Vegas, NV",0.6117
39169002000,"Wooster, OH",0.6117
5139950200,"El Dorado, AR",0.6117
17163503324,"Belleville, IL",0.6117
32003005712,"Henderson, NV",0.6117
26155030100,"Corunna, MI",0.6117
18099020301,"Plymouth, IN",0.6117
6085512510,"Gilroy, CA",0.6117
39061027300,"Terrace Park, OH",0.6117
26115830400,"Carleton, MI",0.6116
50001960200,"Ferrisburgh, VT",0.6116
26163551800,"Grosse Pointe Woods, MI",0.6116
12057012504,"Plant City, FL",0.6116
48123970500,"Yorktown, TX",0.6116
36027130004,"Hyde Park, NY",0.6116
1077011000,"North Florence, Florence, AL",0.6116
17143003900,"Dunlap, IL",0.6116
39035119501,"Buckeye - Shaker, Cleveland, OH",0.6116
5113950600,"Grannis, AR",0.6116
34031175704,"Passaic, NJ",0.6116
48121020309,"Justin, TX",0.6116
22071003307,"Dillard University, New Orleans, LA",0.6116
26115831400,"Monroe, MI",0.6116
37089930402,"Hendersonville, NC",0.6116
9007600100,"Chester Center, Chester, CT",0.6116
36027060100,"Dutchess County, NY",0.6116
21153970100,"Salyersville, KY",0.6116
37119006005,"Moores Chapel, Charlotte, NC",0.6116
9013530600,"Vernon, CT",0.6116
55055101100,"Jefferson, WI",0.6115
29089960300,"Fayette, MO",0.6115
6073020801,"Ramona, CA",0.6115
36113074000,"North Creek, NY",0.6115
17201001400,"Rockford, IL",0.6115
26145000100,"Saginaw, MI",0.6115
17031800900,"Wilmette, IL",0.6115
6025011700,"El Centro, CA",0.6115
32003002915,"Canyon Gate, Las Vegas, NV",0.6115
8041002400,"Colorado Springs, CO",0.6115
17119403533,"Maryville, IL",0.6115
55009000402,"Green Bay, WI",0.6115
48485013600,"Iowa Park, TX",0.6115
28095950300,"Amory, MS",0.6115
42017102801,"Quakertown, PA",0.6115
13067031208,"Smyrna, GA",0.6115
33011016202,"Milford, NH",0.6115
6061020710,"Maidu, Roseville, CA",0.6115
22039950200,"Ville Platte, LA",0.6115
38015010200,"Bismarck, ND",0.6114
34025811301,"Howell, NJ",0.6114
13089021605,"Atlanta, GA",0.6114
39049007043,"Slate Hill, Columbus, OH",0.6114
13135050415,"Lilburn, GA",0.6114
39013011300,"Shadyside, OH",0.6114
55087011501,"Appleton, WI",0.6114
48453001773,"Flintrock Falls, Austin, TX",0.6114
34037371100,"Wantage, NJ",0.6114
9003487100,"South Windsor, CT",0.6114
26031960700,"Afton, MI",0.6114
40011958700,"Canton, OK",0.6114
48201452100,"Westside, Houston, TX",0.6114
12095013701,"Orlando, FL",0.6114
12103025413,"Morningside/Meadows, Clearwater, FL",0.6114
42111021200,"Friedens, PA",0.6114
8069001804,"Loveland, CO",0.6114
6001441923,"Centerville, Fremont, CA",0.6114
51059416100,"Alexandria, VA",0.6114
5139950300,"Smackover, AR",0.6113
34023008102,"Spotswood, NJ",0.6113
36003950400,"Belfast, NY",0.6113
37121950300,"Spruce Pine, NC",0.6113
22033001800,"Mid City South, Baton Rouge, LA",0.6113
48113014129,"Valley Ranch, Irving, TX",0.6113
45019004609,"Mount Pleasant, SC",0.6113
27145011304,"Saint Joseph, MN",0.6113
6037920033,"Los Angeles County, CA",0.6113
29187950800,"Farmington, MO",0.6113
51187020700,"Bentonville, VA",0.6113
31067965100,"Beatrice, NE",0.6113
27035951400,"Brainerd, MN",0.6113
12095012600,"College Park, Orlando, FL",0.6113
18089010304,"Gary, IN",0.6113
35013000103,"Las Cruces, NM",0.6113
47037016500,"Midtown, Nashville, TN",0.6113
26093744400,"Brighton, MI",0.6113
48451000300,"San Angelo, TX",0.6113
48029171918,"Far West Side, San Antonio, TX",0.6113
23015975800,"Boothbay, ME",0.6113
34023003101,"Metuchen, NJ",0.6113
37127010800,"Battleboro, Red Oak, NC",0.6113
48007950500,"Rockport, TX",0.6113
26125192000,"Quailcrest, Rochester Hills, MI",0.6112
32003003218,"Summerlin, Las Vegas, NV",0.6112
32003005804,"Peccole Ranch, Las Vegas, NV",0.6112
17115002300,"Decatur, IL",0.6112
19057000200,"Burlington, IA",0.6112
12057005800,"South Tampa, Tampa, FL",0.6112
51027010300,"Buchanan County, VA",0.6112
2020000101,"Chugiak, Anchorage, AK",0.6112
39157020700,"Dover, OH",0.6112
54107010902,"Parkersburg, WV",0.6112
40121486000,"McAlester, OK",0.6112
24017851001,"La Plata, MD",0.6112
8005006815,"Englewood, CO",0.6112
41067031512,"Bethany, Beaverton, OR",0.6112
26159010100,"Gobles, MI",0.6112
34013018000,"West Orange, NJ",0.6112
51810043004,"Northeast Virginia Beach, Virginia Beach, VA",0.6112
48201411200,"River Oaks, Houston, TX",0.6112
24031700812,"Gaithersburg, MD",0.6112
18009975400,"Hartford City, IN",0.6112
17097863903,"Libertyville, IL",0.6112
1031010200,"Jack, AL",0.6111
46099010501,"Brandon, SD",0.6111
21193970800,"Viper, KY",0.6111
36065026200,"Marcy, NY",0.6111
25017320102,"Hopkinton, MA",0.6111
21067003600,"Stonewall Community, Lexington, KY",0.6111
37021003001,"Asheville, NC",0.6111
22071002501,"Gentilly, New Orleans, LA",0.6111
55027961000,"Beaver Dam, WI",0.6111
40109108529,"Northwest Oklahoma City, Oklahoma City, OK",0.6111
18075963100,"Portland, IN",0.6111
55123960400,"Viroqua, WI",0.6111
26163560300,"Northville, MI",0.6111
6029000504,"Olive Drive area, Bakersfield, CA",0.6111
18085962200,"Pierceton, IN",0.6111
6073018514,"Ivey Ranch / Rancho Del Oro, Oceanside, CA",0.6111
36055007700,"Browncroft, Rochester, NY",0.6111
6041131100,"Mill Valley, CA",0.6111
6085502901,"Cambrian Community, San Jose, CA",0.6111
6013351102,"Rossmoor, Walnut Creek, CA",0.611
17097861604,"Gurnee, IL",0.611
28121020213,"Brandon, MS",0.611
55025012300,"Stoughton, WI",0.611
6085502302,"Central San Jose, San Jose, CA",0.611
29217950200,"Richards, MO",0.611
47157021510,"Lakes of Forest Hill, Memphis, TN",0.611
21195931700,"Phelps, KY",0.611
6073007302,"Point Loma Heights, San Diego, CA",0.611
29510112400,"Central West End, St. Louis, MO",0.611
12011060501,"Plantation, FL",0.611
1069040700,"Dothan, AL",0.611
36075020200,"Sandy Creek, NY",0.6109
48121021612,"North Central Carrollton, Carrollton, TX",0.6109
17179021202,"East Peoria, IL",0.6109
22109001700,"Houma, LA",0.6109
39127965800,"Thornville, OH",0.6109
40109106402,"Central Oklahoma City, Oklahoma City, OK",0.6109
36065022702,"Rome, NY",0.6109
55139000700,"Oshkosh, WI",0.6109
48085031407,"Lucas, TX",0.6109
12027010301,"Arcadia, FL",0.6109
51119951100,"Topping, VA",0.6109
6079011501,"San Luis Obispo, CA",0.6109
31055007517,"Cottonwood Creek, Omaha, NE",0.6109
4013071516,"Plaza Del Rio, Peoria, AZ",0.6109
39135450100,"Eaton, OH",0.6109
26157000900,"Vassar, MI",0.6109
8077001101,"Grand Junction, CO",0.6108
10003013607,"Wilmington, DE",0.6108
39153533400,"Akron, OH",0.6108
34027040805,"Towaco, Montville, NJ",0.6108
18141011301,"South Bend, IN",0.6108
18057110809,"Fishers, IN",0.6108
13103030305,"Rincon, GA",0.6108
29095006600,"Plaza Area, Kansas City, MO",0.6108
2020000500,"Government Hill, Anchorage, AK",0.6108
12119910300,"Wildwood, FL",0.6108
39139002000,"Lucas, OH",0.6108
12127090101,"Pierson, FL",0.6108
47079969300,"Paris, TN",0.6108
48177000300,"Gonzales, TX",0.6108
48453001707,"Summerwood, Austin, TX",0.6108
6071010416,"Twentynine Palms, CA",0.6108
23011014500,"Fayette, ME",0.6108
17011964900,"Princeton, IL",0.6108
45079010305,"Irmo, SC",0.6108
37183053519,"Cardinal Woods Apartments, Cary, NC",0.6108
12095014703,"Metro West, Orlando, FL",0.6107
12019030703,"Fleming Island, FL",0.6107
8123002021,"Longmont, CO",0.6107
48113013620,"Far North Dallas, Dallas, TX",0.6107
12069030203,"Eustis, FL",0.6107
37119005621,"Bradfield Farms, Charlotte, NC",0.6107
19113000600,"Marion, IA",0.6107
26077001100,"Southside, Kalamazoo, MI",0.6107
45013000100,"Seabrook, SC",0.6107
39103413000,"Seville, OH",0.6107
37029950102,"Camden, NC",0.6107
6085505305,"Santa Clara, CA",0.6107
48445950300,"Brownfield, TX",0.6107
55081950600,"Tomah, WI",0.6107
42039111800,"Meadville, PA",0.6107
42095015300,"Bangor, PA",0.6107
47187050907,"Franklin, TN",0.6107
21217920200,"Campbellsville, KY",0.6107
12057014117,"Apollo Beach, FL",0.6107
48209010803,"Wimberley, TX",0.6107
48439105512,"Wedgwood South, Fort Worth, TX",0.6107
25015822606,"Williamsburg, MA",0.6107
28109950502,"Carriere, MS",0.6107
36015010500,"Horseheads, NY",0.6106
24005408503,"Cockeysville, MD",0.6106
26125161500,"Southfield, MI",0.6106
12033003612,"Northwest Pensacola, Cantonment, FL",0.6106
51041100920,"Bon Air, VA",0.6106
6083003005,"Santa Barbara, CA",0.6106
47125100300,"Clarksville, TN",0.6106
9005300100,"Litchfield, CT",0.6106
28059041800,"Moss Point, MS",0.6106
53073010303,"Lynden, WA",0.6106
48113019800,"Park Cities, Dallas, TX",0.6106
24005490200,"Lutherville-Timonium, MD",0.6106
36119013900,"Croton-on-Hudson, NY",0.6106
12015021003,"Port Charlotte, FL",0.6106
45079010304,"Columbia, SC",0.6106
18117951500,"French Lick, IN",0.6106
41051006501,"Southwest Portland, Portland, OR",0.6106
48201341400,"Seabrook, TX",0.6106
41051006802,"Bridlemile, Portland, OR",0.6105
47163042100,"Kingsport, TN",0.6105
26077000600,"Vine, Kalamazoo, MI",0.6105
26133970400,"Evart, MI",0.6105
13205090400,"Camilla, GA",0.6105
17001000100,"Quincy, IL",0.6105
15003003900,"Downtown, Honolulu, HI",0.6105
36119014701,"Cortlandt, NY",0.6105
10003013604,"Wilmington, DE",0.6105
1073014413,"Hoover, AL",0.6105
22033004010,"South Baton Rouge, Baton Rouge, LA",0.6105
36103158207,"Port Jefferson, NY",0.6105
6097152502,"Santa Rosa, CA",0.6105
13051010603,"Savannah, GA",0.6105
48005000600,"Lufkin, TX",0.6105
22017022800,"Broadmoor, Anderson Island, Shreve Isle, Shreveport, LA",0.6105
17031063000,"Lake View, Chicago, IL",0.6105
4013420207,"Red Mountain Ranch, Mesa, AZ",0.6105
21067001700,"Idle Hour Drive, Lexington, KY",0.6105
47107970300,"Athens, TN",0.6104
31153010206,"Bellevue, NE",0.6104
35001000110,"La Reina De Los Altos, Albuquerque, NM",0.6104
28047003800,"Gulfport, MS",0.6104
47069950300,"Bolivar, TN",0.6104
41067032110,"Sherwood - Tualatin South, Tualatin, OR",0.6104
12117020805,"Lake Mary, FL",0.6104
13083040300,"Rising Fawn, GA",0.6104
41067032001,"Sherwood - Tualatin North, Tualatin, OR",0.6104
25021410400,"Foxborough, Foxborough, MA",0.6104
39077915400,"Wakeman, OH",0.6104
47119010202,"Spring Hill, TN",0.6104
21177960600,"Greenville, KY",0.6104
36103170202,"East Marion, NY",0.6104
4019003002,"Harlan Heights, Tucson, AZ",0.6104
36005026100,"Bronx County, NY",0.6104
48439113115,"North Arlington, Arlington, TX",0.6104
36087012402,"Spring Valley, NY",0.6104
13029920102,"Pembroke, GA",0.6104
48141002201,"Golden Hill, El Paso, TX",0.6104
48485011500,"Wichita Falls, TX",0.6103
51810041600,"Northwest, Virginia Beach, VA",0.6103
33011018501,"Greenville, NH",0.6103
26155031700,"Corunna, MI",0.6103
12057011304,"Carrollwood, Greater Carrollwood, FL",0.6103
48215020903,"McAllen, TX",0.6103
51069051102,"Winchester, VA",0.6103
48441012300,"Over Place Area, Abilene, TX",0.6103
42071013203,"Lancaster, PA",0.6103
13039010302,"Kingsland, GA",0.6103
42033331200,"Clearfield, PA",0.6103
34005701502,"Trenton, NJ",0.6103
15003008612,"Kapolei, HI",0.6103
12097040802,"Kissimmee, FL",0.6103
12099004810,"Lake Worth, FL",0.6103
12021010110,"Naples Park, Naples, FL",0.6103
12033004000,"Century, FL",0.6103
34025810503,"West Freehold, Freehold, NJ",0.6103
48099010300,"Gatesville, TX",0.6103
42061951200,"Three Springs, PA",0.6103
48061013004,"Brownsville, TX",0.6103
49049010407,"Salem, UT",0.6103
15003008930,"Mililani Mauka - Launani Valley, Mililani, HI",0.6103
51059481400,"Reston, VA",0.6103
42093050100,"Danville, PA",0.6103
42025020103,"Jim Thorpe, PA",0.6102
12105013702,"Winter Haven, FL",0.6102
13121011506,"Brookfield Country Club, Roswell, GA",0.6102
34035050701,"Bridgewater, NJ",0.6102
22071012800,"Marlyville - Fontainebleau, New Orleans, LA",0.6102
24025303205,"Forest Hill, MD",0.6102
47141000302,"Cookeville, TN",0.6102
51187020300,"Front Royal, VA",0.6102
26161421100,"Milan, MI",0.6102
12083002502,"Ocala, FL",0.6102
24005408602,"Lutherville-Timonium, MD",0.6102
4019004063,"Civano, Tucson, AZ",0.6102
21009950200,"Cave City, KY",0.6102
6037191902,"Central LA, Los Angeles, CA",0.6102
23005013000,"Casco, ME",0.6102
37119002002,"Sherwood Forest, Charlotte, NC",0.6102
12099001917,"The Palm Club, West Palm Beach, FL",0.6102
56021000402,"Cheyenne, WY",0.6102
24033801309,"Fort Washington, MD",0.6101
39165031100,"Oregonia, OH",0.6101
36067012100,"Camillus, NY",0.6101
42029303901,"West Chester, PA",0.6101
49005000102,"Cornish, UT",0.6101
48121021525,"Phillips Creek Ranch, Frisco, TX",0.6101
39161020400,"Venedocia, OH",0.6101
37021002203,"Arden, NC",0.6101
54069001800,"Wheeling, WV",0.6101
36075021601,"Oswego, NY",0.6101
55097960200,"Junction City, WI",0.6101
13321950400,"Sumner, GA",0.6101
4012020502,"Quartzsite, AZ",0.6101
21161960200,"Maysville, KY",0.6101
24027605503,"Harper's Choice, Columbia, MD",0.6101
50001960900,"Shoreham, VT",0.61
24043011201,"Hagerstown, MD",0.61
39037550100,"Greenville, OH",0.61
39009972600,"Glouster, OH",0.61
42101025700,"Chestnut Hill, Philadelphia, PA",0.61
45019004612,"Mount Pleasant, SC",0.61
17119402300,"Alton, IL",0.61
45091061708,"Lake Wylie, SC",0.61
12071040113,"Fort Myers, FL",0.61
34007607503,"Voorhees Township, NJ",0.61
42027011100,"Bellefonte, PA",0.61
29223690400,"Wayne County, MO",0.61
37129012202,"Carolina Beach, NC",0.61
48469001300,"Victoria, TX",0.61
34029713700,"Brick, NJ",0.61
42079211500,"Wyoming, PA",0.61
22057020202,"Thibodaux, LA",0.61
36065025200,"New Hartford, NY",0.61
32031001011,"Reno, NV",0.61
25021409101,"Norfolk, MA",0.61
8031003401,"Washington Park, Denver, CO",0.61
35043010716,"Rio Rancho, NM",0.6099
26103001500,"Negaunee, MI",0.6099
49043964306,"Park City, UT",0.6099
6061020713,"Meadow Oaks, Roseville, CA",0.6099
39153531500,"Uniontown, OH",0.6099
13135050311,"Norcross, GA",0.6099
6055201402,"Napa, CA",0.6099
48141010303,"Pebble Hills Park, El Paso, TX",0.6099
34003061400,"Wyckoff, NJ",0.6099
12086018900,"Miami, FL",0.6099
8005005634,"Littleton, CO",0.6099
48453000604,"Central Austin, Austin, TX",0.6099
48085031720,"Far North Dallas, Dallas, TX",0.6099
36061011500,"Hell's Kitchen, New York, NY",0.6099
12075970302,"Chiefland, FL",0.6099
39035183604,"Shaker Heights, OH",0.6099
6073009507,"Tierrasanta, San Diego, CA",0.6099
12107950100,"Palatka, FL",0.6098
39099801700,"Erie, Youngstown, OH",0.6098
6097152905,"Santa Rosa, CA",0.6098
51059460701,"Vienna, VA",0.6098
49035101700,"Central City, Salt Lake City, UT",0.6098
39077916600,"New London, OH",0.6098
48145000400,"Marlin, TX",0.6098
20177003002,"South/Southeast 3, Topeka, KS",0.6098
39035186205,"Strongsville, OH",0.6098
48499950500,"Quitman, TX",0.6098
16055000700,"Coeur d'Alene, ID",0.6098
27009020300,"Sauk Rapids, MN",0.6098
48439121610,"West Arlington, Arlington, TX",0.6098
55079091300,"Wauwatosa, WI",0.6098
19061000300,"Dubuque, IA",0.6098
19113001300,"Cedar Rapids, IA",0.6098
31055007469,"Omaha, NE",0.6098
19113001400,"Cedar Rapids, IA",0.6098
6001441200,"Niles, Fremont, CA",0.6097
6083002007,"Santa Maria, CA",0.6097
6085503002,"Willow Glen South - Lincoln Glen, San Jose, CA",0.6097
41067032004,"Sherwood - Tualatin South, Tualatin, OR",0.6097
17113005700,"Chenoa, IL",0.6097
13051004100,"Savannah, GA",0.6097
53033008002,"Belltown, Seattle, WA",0.6096
40137000600,"Duncan, OK",0.6096
6073019107,"Valley Center, CA",0.6096
34027044404,"White Meadow Lake, Rockaway, NJ",0.6096
6095253204,"Vacaville, CA",0.6096
51540000202,"Venable, Charlottesville, VA",0.6096
48121021730,"Lewisville, TX",0.6096
39173021100,"Pemberville, OH",0.6096
6073008343,"University City, San Diego, CA",0.6096
48113000300,"Glencoe, Dallas, TX",0.6096
12103027606,"Indian Rocks Beach, FL",0.6096
48213950500,"Eustace, TX",0.6096
51177020311,"Spotsylvania Courthouse, VA",0.6095
20091053421,"Forest Glen, Overland Park, KS",0.6095
12103027322,"Windemere, Palm Harbor, FL",0.6095
18097321900,"Indianapolis, IN",0.6095
42097081300,"Edgewood, PA",0.6095
13135050525,"Suwanee, GA",0.6095
13121009404,"Buckhead, Atlanta, GA",0.6095
25017350500,"Tufts, Somerville, MA",0.6095
36045060500,"Watertown, NY",0.6095
26055551300,"Traverse City, MI",0.6095
24031700704,"Gaithersburg, MD",0.6095
46099010600,"Sioux Falls, SD",0.6095
18089043401,"Lowell, IN",0.6095
17089852402,"Campton Hills, IL",0.6095
13089022800,"Winnona Park, Decatur, GA",0.6095
42077006401,"Emmaus, PA",0.6095
18005011100,"Columbus, IN",0.6095
12033003307,"Santa Monica, Pensacola, FL",0.6095
32005001700,"Glenbrook, NV",0.6095
12033002704,"Pensacola, FL",0.6095
12086000128,"Eastern Shores, North Miami Beach, FL",0.6095
24021751002,"Frederick, MD",0.6095
49049010217,"Draper, UT",0.6095
24003731103,"Arnold, MD",0.6095
22071002100,"St. Roch, New Orleans, LA",0.6094
51810045417,"Virginia Beach, VA",0.6094
48029121112,"Uptown, San Antonio, TX",0.6094
42007600601,"Darlington, PA",0.6094
48029191807,"Far North Central, San Antonio, TX",0.6094
1113030901,"Phenix City, AL",0.6094
15007040300,"Kapaa, HI",0.6094
34025808401,"Belmar, NJ",0.6094
21111008300,"Tyler Park, Louisville, KY",0.6094
39099812603,"Youngstown, OH",0.6094
6077005110,"Manteca, CA",0.6094
8031003402,"South, Denver, CO",0.6094
6085512029,"Anderson East, San Jose, CA",0.6094
35013001400,"Hatch, NM",0.6094
1117030213,"Birmingham, AL",0.6094
37129011605,"Wilmington, NC",0.6094
17043842000,"Glen Ellyn, IL",0.6093
37067000900,"Winston-Salem, NC",0.6093
17081050300,"Waltonville, IL",0.6093
12127080600,"Village Of Melrose, Ormond Beach, FL",0.6093
8031003701,"Central, Denver, CO",0.6093
47093003700,"Knoxville, TN",0.6093
29189217851,"Chesterfield, MO",0.6093
48449950100,"Mount Pleasant, TX",0.6093
18089011900,"Gary, IN",0.6093
12061050804,"Vero Beach, FL",0.6093
39113070600,"Trotwood, OH",0.6093
13251970300,"Sylvania, GA",0.6093
51059490103,"Chantilly, VA",0.6093
19005960400,"Waterville, IA",0.6093
40109108519,"Northwest Oklahoma City, Oklahoma City, OK",0.6093
26139022600,"Holland, MI",0.6093
34023001417,"Edison, NJ",0.6093
1001020300,"Prattville, AL",0.6093
18039000302,"Goshen, IN",0.6093
17089854800,"Geneva, IL",0.6093
17195000100,"Sterling, IL",0.6093
37195001100,"Stantonsburg, NC",0.6093
6037901102,"Lancaster, CA",0.6093
12086010604,"Cutler Bay, FL",0.6093
6097153403,"Sebastopol, CA",0.6093
6001440100,"Union City, CA",0.6093
47187050205,"Brentwood, TN",0.6092
17097863601,"Libertyville, IL",0.6092
51740213002,"Portsmouth, VA",0.6092
48409010601,"Portland, TX",0.6092
10003014805,"Bear, DE",0.6092
51061930205,"Warrenton, VA",0.6092
49049010105,"Eagle Mountain, UT",0.6092
40077087100,"Red Oak, OK",0.6092
6085508507,"Santa Clara, CA",0.6092
28089030108,"Ridgeland, MS",0.6092
18033020400,"Auburn, IN",0.6092
33011010100,"Nashua, NH",0.6092
6099000506,"Modesto, CA",0.6092
55025012501,"Oregon, WI",0.6092
20037957000,"Pittsburg, KS",0.6092
39103412000,"Seville, OH",0.6092
6029003805,"Crystal Ranch, Bakersfield, CA",0.6092
36061009200,"Midtown, New York, NY",0.6092
36061013700,"Midtown, New York, NY",0.6092
13077170501,"Sharpsburg, GA",0.6092
55009010202,"De Pere, WI",0.6092
37183051400,"University Park, Raleigh, NC",0.6092
6013354002,"Orinda, CA",0.6092
40123089600,"Roff, OK",0.6091
55087940000,"Oneida, Oneida, WI",0.6091
28159950200,"Louisville, MS",0.6091
12086000126,"Sunny Isles Beach, FL",0.6091
17161021200,"Moline, IL",0.6091
51179010207,"Stafford, VA",0.6091
25023525104,"Bridgewater, MA",0.6091
21083020600,"Mayfield, KY",0.6091
42019912101,"Cranberry Township, PA",0.6091
48201314001,"Astrodome, Houston, TX",0.6091
12095017006,"Orlando, FL",0.6091
56025000600,"Casper, WY",0.6091
33015003302,"Derry, Derry, NH",0.6091
48107950100,"Crosbyton, TX",0.6091
45045002602,"Taylors, SC",0.6091
24013506200,"Millers, MD",0.6091
47157021520,"Collierville, TN",0.6091
51770001900,"Roanoke, VA",0.6091
48183010301,"Longview, TX",0.6091
51153901416,"Bristow, VA",0.6091
13121010120,"Atlanta, GA",0.6091
26055550200,"Traverse City, MI",0.609
51069050900,"Winchester, VA",0.609
12071020101,"Jacarandas, North Fort Myers, FL",0.609
12115000101,"Downtown, Sarasota, FL",0.609
56025001800,"Casper, WY",0.609
1047956500,"Selma, AL",0.609
36085014100,"Richmond County, NY",0.609
28159950100,"Louisville, MS",0.609
15003007702,"Aiea, HI",0.609
44009051304,"South Kingstown, RI",0.609
24031701503,"Silver Spring, MD",0.609
29069360900,"Hornersville, MO",0.609
55133203304,"Lake Park Of Pewaukee, Pewaukee, WI",0.609
48085031612,"Whiffletree, Plano, TX",0.609
36061013300,"Hell's Kitchen, New York, NY",0.609
6013338302,"Northgate 2, Walnut Creek, CA",0.609
24510271503,"Cross Keys, Baltimore, MD",0.609
9005263200,"Cornwall Bridge, Cornwall, CT",0.609
21083020800,"Hickory, KY",0.609
13081010300,"Cordele, GA",0.6089
48141000204,"Northeast El Paso, El Paso, TX",0.6089
22079012200,"Alexandria, LA",0.6089
48209010702,"San Marcos, TX",0.6089
4013217001,"South Scottsdale, Scottsdale, AZ",0.6089
4003001100,"Bisbee, AZ",0.6089
17201000800,"Rockford, IL",0.6089
29003010200,"Savannah, MO",0.6089
25013802500,"East Forest Park, Springfield, MA",0.6089
34027045501,"Succasunna, Roxbury Township, NJ",0.6089
17031390700,"East Hyde Park, Chicago, IL",0.6089
25021404100,"Wellesley, MA",0.6089
51107611207,"Potomac Falls, VA",0.6089
12011092000,"Hollywood Lakes, Hollywood, FL",0.6089
47117955200,"Lewisburg, TN",0.6089
13231010200,"Williamson, GA",0.6089
48027020500,"Temple, TX",0.6089
48453001784,"Lake Pointe, Austin, TX",0.6089
22061960900,"Ruston, LA",0.6089
18031969200,"Greensburg, IN",0.6089
36055002900,"Park Avenue, Rochester, NY",0.6088
37195000400,"Wilson, NC",0.6088
12011010305,"Deerfield Beach, FL",0.6088
19153000902,"Waveland Park, Des Moines, IA",0.6088
24031700614,"Germantown, MD",0.6088
21193970600,"Hazard, KY",0.6088
40073958400,"Okarche, OK",0.6088
48215022300,"Weslaco, TX",0.6088
55133204301,"Oconomowoc, WI",0.6088
18077966100,"Madison, IN",0.6088
42035030800,"Mill Hall, PA",0.6088
41039000500,"Deadwood, OR",0.6088
48373210301,"Onalaska, TX",0.6088
22017022700,"Broadmoor, Anderson Island, Shreve Isle, Shreveport, LA",0.6088
9001210800,"Danbury, CT",0.6088
42027010900,"Centre Hall, PA",0.6088
13135050527,"Lawrenceville, GA",0.6088
39169001300,"Orrville, OH",0.6088
20091051000,"Prairie Fields, Prairie Village, KS",0.6088
2013000100,"Aleutians East County, AK",0.6087
12073002205,"Settlers Creek, Tallahassee, FL",0.6087
44009050901,"Westerly, Westerly, RI",0.6087
19101090200,"Batavia, IA",0.6087
36029004500,"Starin Central, Buffalo, NY",0.6087
48453001770,"Circle C Ranch, Austin, TX",0.6087
26065006200,"Mason, MI",0.6087
17051950900,"Vandalia, IL",0.6087
48085030525,"McKinney, TX",0.6087
39169001400,"Apple Creek, OH",0.6087
12069030204,"Eustis, FL",0.6087
55131420200,"West Bend, WI",0.6087
48147950600,"Bonham, TX",0.6087
47011011402,"Cleveland, TN",0.6087
17043845100,"Clarendon Hills, IL",0.6087
39035135103,"Brecksville, OH",0.6087
12071001401,"Fort Myers, FL",0.6087
12125960300,"Lake Butler, FL",0.6087
12103027323,"Palm Harbor, FL",0.6087
39133600301,"Aurora, OH",0.6087
21205950300,"Clearfield, KY",0.6087
36035971200,"Johnstown, NY",0.6087
16019970700,"Idaho Falls, ID",0.6087
6041130202,"Sausalito, CA",0.6086
34029722800,"Toms River, NJ",0.6086
6061021131,"Rocklin, CA",0.6086
12057013317,"Riverview, FL",0.6086
25017327101,"Pepperell, MA",0.6086
6067007906,"Barrett Hills, Carmichael, CA",0.6086
41067030200,"Cedar Hills, Portland, OR",0.6086
32003006001,"Las Vegas, NV",0.6086
49049003001,"Springville, UT",0.6086
35013000201,"Las Cruces, NM",0.6086
12071020700,"Hancock, North Fort Myers, FL",0.6086
17043846411,"Naperville, IL",0.6086
51109950100,"Mineral, VA",0.6086
16055000602,"Post Falls, ID",0.6086
48287000300,"Giddings, TX",0.6086
39143960900,"Fremont, OH",0.6086
37191000304,"Pikeville, NC",0.6086
35001000111,"Holiday Park, Albuquerque, NM",0.6086
47093004610,"Cedar Bluff, Knoxville, TN",0.6085
12099007821,"West Palm Beach, FL",0.6085
53033022701,"Lakeview, Kirkland, WA",0.6085
36069050800,"Canandaigua, NY",0.6085
51195930900,"Wise, VA",0.6085
48375011700,"Amarillo, TX",0.6085
36055011203,"Webster, NY",0.6085
48113014133,"Irving, TX",0.6085
6067005701,"Del Paso Manor, Sacramento, CA",0.6085
51167030200,"Cleveland, VA",0.6085
37067002801,"Tobaccoville, NC",0.6085
17043846206,"Naperville, IL",0.6085
47157021126,"Cordova, Memphis, TN",0.6085
4019004624,"Metropolitan, Tucson, AZ",0.6085
27059130100,"Stanchfield, MN",0.6085
17031829402,"Park Forest, IL",0.6085
