"tract","Name","Fraction_Single_Parents_in_2012-16"
72127980200,"San Juan, PR",1
36047080800,"Kings County, NY",1
22033002400,"Highlands/Perkins, Baton Rouge, LA",1
9003500700,"North Meadows, Hartford, CT",1
26163533100,"Virginia Park, Detroit, MI",1
20209041800,"Riverview, Kansas City, KS",1
39049001300,"University, Columbus, OH",1
42003040400,"North Oakland, Pittsburgh, PA",1
55079008500,"Lindsay Heights, Milwaukee, WI",1
18097351900,"Martindale-Brightwood, Indianapolis, IN",1
18035000902,"Muncie, IN",1
54039000900,"Charleston, WV",1
26163518400,"Poletown East, Detroit, MI",1
51710004100,"Young Terrace, Norfolk, VA",0.9926
25025061101,"South Boston, Boston, MA",0.9814
36047034700,"Kings County, NY",0.9661
45019005400,"Wagener Terrace, Charleston, SC",0.9647
12057003900,"Historic Ybor, Tampa, FL",0.9396
72127004900,"San Juan, PR",0.9381
1073004500,"Five Points South, Birmingham, AL",0.9257
17031430300,"Grand Crossing, Chicago, IL",0.9198
22015011300,"Bossier City, LA",0.9183
32003005438,"Valley View, Henderson, NV",0.9159
27137001700,"East Hillside, Duluth, MN",0.9079
22071002800,"Seventh Ward, New Orleans, LA",0.906
1073003300,"Ensley, Birmingham, AL",0.9
42133001600,"York, PA",0.8992
17031670800,"Englewood, Chicago, IL",0.8991
24510150702,"Walbrook, Baltimore, MD",0.896
42101009600,"Haddington, Philadelphia, PA",0.8905
55079004000,"Lincoln Creek, Milwaukee, WI",0.8882
11001010400,"Southeast Washington, Washington, DC",0.8856
13121008400,"Hunter Hills, Atlanta, GA",0.883
39113000300,"Wesleyan Hill, Dayton, OH",0.8794
39099813900,"Oak Hill, Youngstown, OH",0.8792
48121021634,"Far North Dallas, Dallas, TX",0.8768
51740211800,"Portsmouth, VA",0.8752
22055000800,"Lafayette, LA",0.8733
24510271002,"Winston - Govans, Baltimore, MD",0.8706
22033000300,"Mid City North, Baton Rouge, LA",0.8657
29095007802,"Swope Parkway - Elmwood, Kansas City, MO",0.8647
17031480300,"South Side, Chicago, IL",0.8525
72127005402,"San Juan, PR",0.8464
6083000900,"Laguna, Santa Barbara, CA",0.8456
36047091200,"Kings County, NY",0.8447
13121001800,"Old Fourth Ward, Atlanta, GA",0.8411
31055005901,"North Omaha, Omaha, NE",0.8407
29095009600,"South Kansas City, Kansas City, MO",0.8375
13121011900,"Sweet Auburn, Atlanta, GA",0.8356
1055011200,"Gadsden, AL",0.8274
13081010100,"Cordele, GA",0.8251
13009970702,"Milledgeville, GA",0.8235
36055001000,"East Avenue, Rochester, NY",0.8221
12057010813,"Tampa, FL",0.8207
42101009400,"Haddington, Philadelphia, PA",0.8176
42133000300,"York, PA",0.8142
42003515100,"Pittsburgh, PA",0.8071
72051540300,"Dorado, PR",0.8056
26163537000,"Detroit, MI",0.8012
34031181500,"Paterson, NJ",0.8012
26163579300,"River Rouge, MI",0.7995
26163513600,"Detroit, MI",0.797
36061023600,"Harlem, New York, NY",0.7968
39049009331,"Eastmoor, Columbus, OH",0.7934
6067002000,"Central Sacramento, Sacramento, CA",0.7931
42101013300,"Fairmount, Philadelphia, PA",0.7864
4013723306,"Buckeye, AZ",0.7857
13215011400,"Columbus, GA",0.784
12086000503,"Opa-locka, FL",0.784
32003002406,"Las Vegas, NV",0.7838
22071006000,"Tulane - Gravier, New Orleans, LA",0.7826
55079008900,"Sherman Park, Milwaukee, WI",0.782
39061001000,"Over-The-Rhine, Cincinnati, OH",0.7818
39099804300,"North Heights, Youngstown, OH",0.7767
24510080400,"Broadway East, Baltimore, MD",0.7653
18163002600,"Westside, Evansville, IN",0.7652
17177000700,"Freeport, IL",0.7642
13089020600,"Edgewood, Atlanta, GA",0.7604
18097331000,"Devington, Indianapolis, IN",0.759
6047002201,"Los Banos, CA",0.7588
36005002702,"Bronx County, NY",0.7562
39049009210,"Whitehall, OH",0.7561
35001004749,"West Winds, Albuquerque, NM",0.7551
1101000700,"Montgomery, AL",0.7541
42003562300,"Hazelwood, Pittsburgh, PA",0.7523
48453002316,"East Riverside - Oltorf, Austin, TX",0.7519
13059000402,"Athens, GA",0.75
10003000300,"Baynard Village, Wilmington, DE",0.7491
6029000300,"Bakersfield, CA",0.7477
51650011300,"Phoebus, Hampton, VA",0.7456
6037224020,"South Los Angeles, Los Angeles, CA",0.7454
36005011700,"Bronx County, NY",0.7435
39155920800,"Warren, OH",0.7422
55079006300,"Franklin Heights, Milwaukee, WI",0.7398
36005038800,"Bronx County, NY",0.7393
51770000900,"Roanoke, VA",0.7385
24033801801,"Temple Hills, MD",0.7372
26081001300,"Creston, Grand Rapids, MI",0.7348
24039930600,"Crisfield, MD",0.7346
48265960600,"Kerrville, TX",0.7302
13121006500,"Capitol View, Atlanta, GA",0.73
72021030300,"Bayamón, PR",0.7296
36047109800,"Kings County, NY",0.7284
55079007900,"Riverwest, Milwaukee, WI",0.728
9007541700,"Middletown, CT",0.7279
47037014300,"Hadley/Washington, Nashville, TN",0.7277
39035115900,"South Broadway, Cleveland, OH",0.7273
26163530800,"Petosky-Otsego, Detroit, MI",0.725
6007000604,"Chico, CA",0.7233
51760061000,"Manchester, Richmond, VA",0.7229
5051011500,"Hot Springs, AR",0.7182
12103027315,"Rustic Oaks, Palm Harbor, FL",0.7179
42007604200,"Ambridge, PA",0.7174
47157020610,"Memphis, TN",0.717
36005022902,"Bronx County, NY",0.7167
37089931901,"Hendersonville, NC",0.7162
12091022600,"Fort Walton Beach, FL",0.7156
22071002501,"Gentilly, New Orleans, LA",0.7143
55079000302,"Maple Tree, Milwaukee, WI",0.7098
4013422628,"Apache Paradise, Mesa, AZ",0.7088
26163553600,"Highland Park, MI",0.7086
18097350600,"Devington, Indianapolis, IN",0.7078
36011041300,"Auburn, NY",0.7073
37119003802,"Clanton Park - Roseland, Charlotte, NC",0.7042
29095013405,"Blue Ridge Farms, Kansas City, MO",0.7034
72025201900,"Caguas, PR",0.7034
40031000800,"Lawton, OK",0.696
36005038302,"Bronx County, NY",0.6948
34007608504,"Laurel Springs, NJ",0.6941
21067000200,"Northside District, Lexington, KY",0.6923
12099005204,"Lake Worth, FL",0.6919
36063021200,"Niagara Falls, NY",0.6898
37067000600,"Winston-Salem, NC",0.6895
42043020300,"Midtown, Harrisburg, PA",0.6882
37081011905,"Summit Hills, Greensboro, NC",0.6857
72131009200,"San Sebastián, PR",0.6805
36061026300,"Upper Manhattan, New York, NY",0.6787
36005023600,"Bronx County, NY",0.6766
42091209202,"Stowe, PA",0.6758
45015020202,"Pineville, SC",0.6757
39141956400,"Chillicothe, OH",0.6737
28159950300,"Louisville, MS",0.6727
12086007200,"Coconut Grove, Miami, FL",0.6719
8041005202,"Southeast Colorado Springs, Colorado Springs, CO",0.6699
4015952900,"Lake Havasu City, AZ",0.6687
21151010200,"Richmond, KY",0.6686
1035960600,"Evergreen, AL",0.6682
36081025400,"Queens County, NY",0.6667
42005951800,"Leechburg, PA",0.6667
26043950600,"Kingsford, MI",0.6659
45075010600,"Orangeburg, SC",0.6657
42091208904,"Pottstown, PA",0.6622
48201451700,"Westside, Houston, TX",0.6615
29021001000,"Saint Joseph, MO",0.6589
6037190402,"Central LA, Los Angeles, CA",0.6573
42133001100,"York, PA",0.6568
8041002300,"Downtown, Colorado Springs, CO",0.6543
48029181725,"Far West Side, San Antonio, TX",0.6539
22071008500,"Central City, New Orleans, LA",0.6528
26163585800,"Romulus, MI",0.6527
12031015200,"Arlington, Jacksonville, FL",0.6523
26081012607,"Kentwood, MI",0.6487
23031030202,"Sanford, Sanford, ME",0.6484
27123031400,"North End, Saint Paul, MN",0.6472
39035115700,"South Broadway, Cleveland, OH",0.6444
42091203803,"Norristown, PA",0.6421
33007950800,"Berlin, NH",0.6417
36047081600,"Kings County, NY",0.6382
72011810700,"Añasco, PR",0.6374
21111004000,"Wyandotte, Louisville, KY",0.6345
13127000600,"Brunswick, GA",0.6305
34013006700,"South Broad Street, Newark, NJ",0.6303
18097390700,"Hawthorne, Indianapolis, IN",0.6299
13151070311,"McDonough, GA",0.627
36071000501,"Newburgh, NY",0.6253
9001073300,"Boston Ave - Mill Hill, Bridgeport, CT",0.6242
12101030407,"Holiday, FL",0.6224
37191001400,"Goldsboro, NC",0.6215
34001012702,"Somers Point, NJ",0.621
4019004032,"Tucson, AZ",0.6185
50003971200,"Bennington, VT",0.6173
35041000200,"Portales, NM",0.6168
51810040402,"Northwest, Virginia Beach, VA",0.6163
12057001500,"Old Seminole Heights, Tampa, FL",0.6163
26077005502,"Eastwood, Kalamazoo, MI",0.6159
22015011107,"Benton, LA",0.6158
41039001903,"Springfield, OR",0.6129
6065043308,"Hemet, CA",0.6113
12071040122,"Westminister, Lehigh Acres, FL",0.6082
44005040500,"Newport, RI",0.6081
6029001300,"Bakersfield, CA",0.6058
6037221303,"Central LA, Los Angeles, CA",0.6054
48141001203,"El Paso, TX",0.6053
48201532200,"Northside, Houston, TX",0.6048
20111000400,"Emporia, KS",0.6048
35053978302,"Socorro, NM",0.6048
45045003707,"Greenville, SC",0.6005
37081011102,"Dudley Heights, Greensboro, NC",0.6
34017015002,"Guttenberg, NJ",0.5994
36005042200,"Bronx County, NY",0.5994
12105012602,"Haines City, FL",0.5983
72035260800,"Reparto Montellano, Cayey, PR",0.5968
51760060500,"Richmond, VA",0.5961
1069040302,"Dothan, AL",0.5946
31109001700,"Near South, Lincoln, NE",0.5944
36005023502,"Bronx County, NY",0.5933
45083020900,"Hampton Heights, Spartanburg, SC",0.5932
45013011100,"Hilton Head Island, SC",0.5931
10003014907,"Bear, DE",0.5922
13051011600,"Hudson Hill/Bayview, Savannah, GA",0.5919
45029970401,"Walterboro, SC",0.5907
45003020702,"North Augusta, SC",0.5899
39155932802,"Niles, OH",0.5889
47117955400,"Lewisburg, TN",0.5888
32003003004,"Marquesa, Las Vegas, NV",0.5886
12057011106,"Tampa, FL",0.5882
13091960100,"Chester, GA",0.5879
36091062200,"Mechanicville, NY",0.5876
19153004100,"Greater South Side, Des Moines, IA",0.5866
48027022101,"Killeen, TX",0.585
12057013311,"Brandon, FL",0.5844
36005005600,"Bronx County, NY",0.5842
48201310400,"South Central Houston, Houston, TX",0.5836
25027731204,"Main South, Worcester, MA",0.5823
42001031502,"Gettysburg, PA",0.5821
39023000700,"Springfield, OH",0.5809
24033802901,"Capitol Heights, MD",0.5806
12011010104,"Deerfield Beach, FL",0.5806
36061022301,"Harlem, New York, NY",0.5804
20125951100,"Coffeyville, KS",0.5799
51147930100,"Rice, VA",0.578
12103026101,"Clearwater, FL",0.5776
36047050803,"Kings County, NY",0.5771
48201313700,"South Side, Houston, TX",0.5755
17201000103,"Machesney Park, IL",0.575
12009069700,"Buttonwood Manor, Merritt Island, FL",0.5741
6065045216,"Indio, CA",0.5738
48121021638,"Far North Dallas, Dallas, TX",0.5731
51510200701,"Eisenhower West, Alexandria, VA",0.5714
22089062700,"Hahnville, LA",0.5705
24005451500,"Middle River, MD",0.5702
39049003600,"King-Lincoln Bronzeville, Columbus, OH",0.5699
12009060400,"Titusville, FL",0.5697
36045061300,"Watertown, NY",0.5697
34031182302,"Paterson, NJ",0.568
46007941200,"Allen, SD",0.5677
72127007600,"San Juan, PR",0.5672
47105060202,"Lenoir City, TN",0.5664
18003010604,"Fort Wayne, IN",0.5647
39049008230,"Lincoln Park West, Columbus, OH",0.5636
28159950400,"Louisville, MS",0.5634
6115040302,"Marysville, CA",0.5633
6037296901,"San Pedro, Los Angeles, CA",0.5628
48507950200,"La Pryor, TX",0.5625
55051180100,"Hurley, WI",0.5593
48141001900,"Segundo Barrio, El Paso, TX",0.5574
38093967800,"Jamestown, ND",0.5568
12011041100,"Fort Lauderdale, FL",0.5566
6037480304,"Alhambra, CA",0.5561
24510150300,"Coppin Heights, Baltimore, MD",0.5556
12103024100,"Saint Petersburg, FL",0.5556
36119005701,"New Rochelle, NY",0.5552
6037541100,"Compton, CA",0.5552
36119003000,"South Side, Mount Vernon, NY",0.5544
48029130402,"Artesia, San Antonio, TX",0.551
13121010514,"Fairburn, GA",0.5496
1073000800,"North Birmingham, Birmingham, AL",0.5473
13163960100,"Wrens, GA",0.5471
28059041900,"Pascagoula, MS",0.5459
36119004000,"North Side, Mount Vernon, NY",0.5453
21111006900,"Germantown, Louisville, KY",0.545
6037601401,"Inglewood, CA",0.5448
51003010601,"Raintree, Charlottesville, VA",0.5444
26125144900,"Waterford Township, MI",0.5441
36069051800,"Geneva, NY",0.5438
26099242100,"Clinton Township, MI",0.5436
13223120204,"Dallas, GA",0.5433
36085002900,"Richmond County, NY",0.5425
12086009021,"Miami, FL",0.5414
53011042300,"Hough, Vancouver, WA",0.5411
72095951500,"Maunabo, PR",0.5409
48113018001,"Casa View Heights, Mesquite, TX",0.5407
12095016709,"Orlando, FL",0.5407
24033803514,"Largo, MD",0.5388
5093011200,"Osceola, AR",0.5377
25005640200,"Fall River, MA",0.5371
13121005200,"Ormewood Park, Atlanta, GA",0.5356
34033020400,"Carneys Point, Carneys Point Township, NJ",0.5355
42075003600,"Lebanon, PA",0.5354
6037229200,"South Los Angeles, Los Angeles, CA",0.535
72091570500,"Manatí, PR",0.535
39113000500,"Fairview, Dayton, OH",0.5344
22073001700,"Monroe, LA",0.5342
40109108204,"Edmond, OK",0.5339
1123962200,"Alexander City, AL",0.5339
18003011304,"Fort Wayne, IN",0.5328
12011030203,"Pompano Beach, FL",0.5323
12123950300,"Perry, FL",0.5304
20209044004,"Muncie - Stony Pt., Kansas City, KS",0.5303
9009170700,"Meriden, CT",0.5294
12083002001,"Ocala, FL",0.5294
12011020326,"Wood Lake, Coral Springs, FL",0.5285
48029121404,"Northeast Side, San Antonio, TX",0.5284
42045403101,"Collingdale, PA",0.5277
6045011600,"Ukiah, CA",0.5274
4013422503,"Mesa, AZ",0.5265
9001021801,"Stamford, CT",0.5265
36061000202,"Lower Manhattan, New York, NY",0.526
42055010800,"Chambersburg, PA",0.5258
29029951200,"Sunrise Beach, MO",0.5256
29213480105,"Branson, MO",0.5252
34031175301,"Passaic, NJ",0.5248
10003001400,"Little Italy, Wilmington, DE",0.5243
40037020800,"Drumright, OK",0.5236
6037192520,"Central LA, Los Angeles, CA",0.5229
6099003909,"Turlock, CA",0.5228
18025952000,"Taswell, IN",0.5219
13281960300,"Hiawassee, GA",0.5217
24031701417,"Silver Spring, MD",0.5206
30023000400,"Anaconda, MT",0.5202
42069112700,"Old Forge, PA",0.5199
55059001300,"Kenosha, WI",0.5185
35013001307,"Las Cruces, NM",0.518
37081016505,"Greensboro, NC",0.5169
53053061602,"New Tacoma, Tacoma, WA",0.5152
12057013322,"Random Oaks, Riverview, FL",0.5138
6067006101,"Country Club Grove, Sacramento, CA",0.5138
6085512604,"Gilroy, CA",0.5133
48201230200,"Northeast Houston, Houston, TX",0.5128
6037461901,"Pasadena, CA",0.5126
6071007601,"Lankershim, Highland, CA",0.5122
29143960400,"Catron, MO",0.5109
12086010006,"Miami Gardens, FL",0.5106
42077009400,"West Side, Bethlehem, PA",0.5102
17161020700,"East Moline, IL",0.5101
16001001900,"Franklin - Randolph, Boise, ID",0.5097
39151714000,"Massillon, OH",0.509
12115001803,"Sarasota, FL",0.5089
29023950500,"Poplar Bluff, MO",0.5072
6101050202,"Yuba City, CA",0.5067
10003014100,"Newark, DE",0.506
22075050100,"Belle Chasse, LA",0.5059
29021002500,"Saint Joseph, MO",0.5051
39155921600,"Cortland, OH",0.5047
48181001700,"Sherman, TX",0.5046
12031013502,"McGirts Creek, Jacksonville, FL",0.5046
48037011402,"Maud, TX",0.5038
36061025300,"Upper Manhattan, New York, NY",0.5038
12099004009,"West Palm Beach, FL",0.503
8101002500,"State Fair, Pueblo, CO",0.5027
28105950400,"Starkville, MS",0.5022
72101955300,"Barahona, PR",0.5021
4013112504,"Maryvale Village, Phoenix, AZ",0.5016
6037534700,"Huntington Park, CA",0.5015
55101001701,"Racine, WI",0.5009
22121020401,"Brusly, LA",0.5008
72013301400,"Parcelas Luis Rodríguez Olmo, Arecibo, PR",0.5
17059972800,"Junction, IL",0.5
26137950300,"Gaylord, MI",0.5
12009065123,"Palm Bay, FL",0.5
13245010510,"Augusta, GA",0.499
37099950500,"Sylva, NC",0.497
6111004400,"Port Hueneme, CA",0.4969
23029955600,"Perry, ME",0.4955
48183000800,"Longview, TX",0.4937
6073010401,"Imperial Beach, CA",0.4931
53053072307,"University Place, WA",0.4928
37153971100,"Hamlet, NC",0.4928
31055005600,"Benson, Omaha, NE",0.4915
39061021701,"Cincinnati, OH",0.4912
53063010900,"Spokane, WA",0.4909
6065030200,"Downtown Riverside, Riverside, CA",0.49
27037060301,"South Saint Paul, MN",0.4888
45009960200,"Bamberg, SC",0.4871
37067002806,"Winston-Salem, NC",0.4859
25005613700,"Taunton, MA",0.4859
39035177202,"Parma, OH",0.4848
37129011902,"Wilmington, NC",0.4832
48439102601,"Fort Worth, TX",0.483
26163542900,"Rosedale Park, Detroit, MI",0.4825
12117021502,"Longwood, FL",0.4817
24033803601,"Springdale, MD",0.4817
22127960200,"Winnfield, LA",0.4815
21031930300,"Morgantown, KY",0.4814
18097341700,"Indianapolis, IN",0.481
39055312201,"Chardon, OH",0.4807
6037122410,"North Hollywood, Los Angeles, CA",0.4801
17021958500,"Taylorville, IL",0.4795
13255160400,"Griffin, GA",0.4792
6071011404,"Big Bear, CA",0.4791
12083000902,"Summerfield, FL",0.4786
47049965100,"Jamestown, TN",0.4785
13031110200,"Statesboro, GA",0.4779
29095011700,"Sugar Creek, MO",0.4779
48453001812,"St. Johns, Austin, TX",0.4775
13057091003,"Woodstock, GA",0.4769
13121012300,"Atlanta, GA",0.4762
39049007722,"North Linden, Columbus, OH",0.4762
51173030301,"Marion, VA",0.4738
48491021000,"Taylor, TX",0.4729
22077952200,"Jarreau, LA",0.4729
41067031616,"Tanasbourne, Hillsboro, OR",0.4729
48201320200,"Park Place, Houston, TX",0.4724
6037600802,"Morningside Park, Inglewood, CA",0.4716
6075020200,"Mission Dolores, San Francisco, CA",0.4713
47079969300,"Paris, TN",0.4712
51051040300,"Clintwood, VA",0.4712
41051003401,"North Portland, Portland, OR",0.4711
42071013501,"Lancaster, PA",0.471
12033003610,"North Northwest Pensacola, Pensacola, FL",0.4697
42003516100,"Pittsburgh, PA",0.4694
48479001806,"Laredo, TX",0.4694
29183311003,"Saint Charles, MO",0.4691
32003003303,"Las Vegas, NV",0.4689
12095015103,"Orlando, FL",0.4686
36083052303,"Wynantskill, NY",0.4681
34013000200,"Upper Roseville, Newark, NJ",0.4668
39081011800,"Mingo Junction, OH",0.4667
27153790100,"Staples, MN",0.4658
6037221710,"Jefferson, Los Angeles, CA",0.465
54023969600,"Petersburg, WV",0.4638
12005000805,"Panama City, FL",0.4624
39049009600,"Grove City, OH",0.4621
1103000400,"Decatur, AL",0.4621
51700032123,"North Newport News, Newport News, VA",0.4621
39061024901,"Newtown, OH",0.4615
36043011100,"Herkimer, NY",0.4615
36067014000,"Mattydale, NY",0.4612
13089022009,"Clarkston, GA",0.4609
6037267901,"Century City, Los Angeles, CA",0.4606
17031460600,"South Chicago, Chicago, IL",0.46
34031175500,"Passaic, NJ",0.46
19061000600,"Dubuque, IA",0.4596
12086006709,"Brickell, Miami, FL",0.4595
36031961000,"Port Henry, NY",0.4594
21111005600,"Southside, Louisville, KY",0.4592
22051020516,"Kenner, LA",0.4582
37087920500,"Clyde, NC",0.4581
48113005200,"Oak Cliff, Dallas, TX",0.4581
56007967700,"Rawlins, WY",0.458
36047116600,"Kings County, NY",0.4571
34021001300,"Cadwalader & Hillcrest, Trenton, NJ",0.4571
51029930201,"Dillwyn, VA",0.4567
72025202403,"Caguas, PR",0.4567
53061051400,"Lynnwood, WA",0.4567
17097862901,"North Chicago, IL",0.4557
9011696600,"Westside Norwich, Norwich, CT",0.4551
27003050235,"Andover, MN",0.4551
12099008002,"Pahokee, FL",0.4539
36081019600,"Queens County, NY",0.4538
18055955200,"Linton, IN",0.4534
53063002300,"West Central, Spokane, WA",0.4525
36003950500,"Cuba, NY",0.4524
13127000404,"Brunswick, GA",0.4523
8089968500,"La Junta, CO",0.4516
2070000200,"Dillingham, AK",0.4515
12086005502,"Little Havana, Miami, FL",0.4514
45031010100,"Darlington, SC",0.4513
72077500301,"Juncos, PR",0.4512
41039003101,"Eugene, OR",0.4493
48091310502,"New Braunfels, TX",0.449
20177001300,"Central Highland Park, Topeka, KS",0.4489
12021010602,"East Naples, Naples, FL",0.4486
4019004048,"Tucson, AZ",0.4471
17007010100,"Belvidere, IL",0.4471
39061026200,"Cleves, OH",0.4462
6037218400,"Central LA, Los Angeles, CA",0.4462
38099957900,"Grafton, ND",0.4462
17033880400,"Robinson, IL",0.446
39049007551,"Northeast Columbus, Columbus, OH",0.4458
45059920800,"Clinton, SC",0.4458
30073977000,"Conrad, MT",0.4456
24510200200,"Lexington, Baltimore, MD",0.4455
4027000100,"Yuma Townsite, Yuma, AZ",0.4455
36105952200,"Lake Huntington, NY",0.4444
26049012703,"Lennon, MI",0.444
6067006102,"Sacramento, CA",0.4427
41047001604,"North Lancaster, Salem, OR",0.4427
17031817900,"Broadview, IL",0.4414
45013011000,"Hilton Head Island, SC",0.4404
20035493800,"Arkansas City, KS",0.4402
6037203300,"Northeast Los Angeles, Los Angeles, CA",0.4396
4013617400,"Sun City, AZ",0.4396
37109070201,"Lincolnton, NC",0.4396
17031830008,"Richton Park, IL",0.4389
6045010400,"Fort Bragg, CA",0.4389
36083052101,"Cropseyville, NY",0.4381
48479001105,"Eastwoods, Laredo, TX",0.4378
6037602105,"Hawthorne, CA",0.4376
6065040203,"Rubidoux, Riverside, CA",0.4366
21129950200,"Beattyville, KY",0.4362
41047001503,"Keizer, OR",0.4357
42079213300,"Pringle, PA",0.4354
28161950200,"Water Valley, MS",0.4352
13153021105,"Warner Robins, GA",0.4348
42129803000,"Irwin, PA",0.4339
12011091400,"Beverly Park, Hollywood, FL",0.4325
6111003612,"Hollywood, Oxnard, CA",0.4323
53053071306,"Tacoma, WA",0.4322
6007002700,"Oroville, CA",0.4321
36065021301,"Utica, NY",0.4317
39077915700,"Norwalk, OH",0.4317
13269950200,"Reynolds, GA",0.4309
6071012500,"Colton, CA",0.4306
49035103200,"Liberty Wells, Salt Lake City, UT",0.4302
42077006800,"Fountain Hill, PA",0.4292
15003002100,"Diamond Head - Kapahulu - St. Louis, Honolulu, HI",0.428
37179020502,"Monroe, NC",0.4259
6037301602,"Riverside Rancho, Glendale, CA",0.4257
48201552400,"Tower Oaks, Houston, TX",0.4249
42047951200,"Saint Marys, PA",0.4242
48201230400,"Northeast Houston, Houston, TX",0.4236
55127000701,"Delavan, WI",0.4232
22051021200,"Kenner, LA",0.4231
48245000304,"Beaumont, TX",0.4231
26113960200,"Lake City, MI",0.4231
28047001600,"Gulfport, MS",0.4227
53009000800,"Port Angeles, WA",0.4227
12071040203,"Richmond, Lehigh Acres, FL",0.4226
29107090100,"Wellington, MO",0.4225
6065044928,"Palm Desert, CA",0.4214
18099020400,"Plymouth, IN",0.4211
8041002101,"Southeast Colorado Springs, Colorado Springs, CO",0.4209
26085961100,"Chase, MI",0.4208
29153470100,"Gainesville, MO",0.4202
42071011400,"Columbia, PA",0.42
32003002835,"Silverado Ranch, Las Vegas, NV",0.4192
6081601300,"Hillside, Daly City, CA",0.4184
40109106910,"Central Oklahoma City, Bethany, OK",0.4182
27015960500,"Sleepy Eye, MN",0.4182
47029920100,"Bybee, TN",0.4176
21065920400,"Irvine, KY",0.4173
28033070521,"Greenbrook, Southaven, MS",0.4168
6037542000,"Compton, CA",0.4168
48201453700,"Southwest Houston, Houston, TX",0.4163
53033027400,"Burien, WA",0.4158
48183000200,"Longview, TX",0.4158
32005002500,"Douglas County, NV",0.4158
12031014500,"Arlington, Jacksonville, FL",0.4154
37081016410,"Jamestown, NC",0.4146
6037131010,"Reseda, Los Angeles, CA",0.4145
12095014200,"Orlando, FL",0.4145
6037104105,"Pacoima, Los Angeles, CA",0.4135
19017004700,"Sumner, IA",0.4125
48215020802,"McAllen, TX",0.4124
37067002701,"Winston-Salem, NC",0.4116
36085013302,"Richmond County, NY",0.4114
6001408500,"Arroyo Viejo, Oakland, CA",0.4106
6071012700,"Ontario, CA",0.41
6037213402,"Central LA, Los Angeles, CA",0.4085
6037570304,"North Long Beach, Long Beach, CA",0.4082
12086011101,"Homestead, FL",0.408
22047952700,"Plaquemine, LA",0.4076
9009361500,"West Haven, CT",0.4071
36067015100,"Fayetteville, NY",0.4064
17031828100,"Lansing, IL",0.4062
17031230700,"Humboldt Park, Chicago, IL",0.405
40109107211,"South Oklahoma City, Oklahoma City, OK",0.4043
12057007102,"South Tampa, Tampa, FL",0.4043
49035112700,"Sandy, UT",0.4041
47037019111,"Antioch, Nashville, TN",0.4041
6037900104,"Lake Los Angeles, CA",0.4038
26161410200,"College Heights, Ypsilanti, MI",0.4031
18057111006,"Indianapolis, IN",0.4031
6099001700,"Modesto, CA",0.4025
6099000806,"Modesto, CA",0.402
17095001300,"Knoxville, IL",0.4019
53053063400,"South End, Tacoma, WA",0.4017
53057951400,"Sedro-Woolley, WA",0.4017
48113013725,"Southwest Carrollton, Carrollton, TX",0.4016
34017017600,"Union City, NJ",0.4014
18169102800,"Wabash, IN",0.401
36093032901,"Schenectady, NY",0.4005
36119004200,"North Side, Mount Vernon, NY",0.4
5099090300,"Rosston, AR",0.4
4013082019,"Garden Lake Estates, Avondale, AZ",0.3992
26081013700,"Clyde Park, Wyoming, MI",0.3987
42101021400,"Manayunk, Philadelphia, PA",0.3981
36067012800,"Syracuse, NY",0.398
48215024203,"Mission, TX",0.3979
72079850101," County, PR",0.3977
6037571504,"Bixby Knolls, Long Beach, CA",0.3973
20107955100,"LaCygne, KS",0.3966
53063003200,"Cliff/Cannon, Spokane, WA",0.3964
42007604700,"Aliquippa, PA",0.3964
17053961800,"Paxton, IL",0.3963
29021000702,"Saint Joseph, MO",0.3955
12095014301,"Orlando, FL",0.3949
46135966302,"Yankton, SD",0.3945
39007000200,"Conneaut, OH",0.3945
6081600800,"Westlake, Daly City, CA",0.3935
22099020502,"Breaux Bridge, LA",0.3935
72035260100,"Cayey, PR",0.3933
37071030601,"Cherryville, NC",0.3932
41019110000,"Roseburg, OR",0.3929
51085321001,"Mechanicsville, VA",0.3928
12071010102,"Mariner, Cape Coral, FL",0.3928
6037576200,"Downtown, Long Beach, CA",0.3922
48201330302,"Southwest Houston, Houston, TX",0.3919
55079186900,"Milwaukee, WI",0.3913
16001001700,"Vistas, Boise, ID",0.3909
16027021700,"Caldwell, ID",0.3905
21063920100,"Sandy Hook, KY",0.3905
55093960700,"Ellsworth, WI",0.3902
45035010604,"Summerville, SC",0.3901
49035111801,"Millcreek, UT",0.3896
34025808500,"Wall Township, NJ",0.3896
36103170101,"Greenport, NY",0.3895
6037106405,"Sylmar, Los Angeles, CA",0.3889
27145000401,"St. Cloud, MN",0.3888
39093096100,"Wellington, OH",0.3888
28049011202,"Terry, MS",0.3887
18035000700,"Muncie, IN",0.3881
6065044517,"Desert Hot Springs, CA",0.388
55009020203,"Suamico, WI",0.388
29189215102,"St. Louis, MO",0.3875
6071006302,"Pacific, San Bernardino, CA",0.3871
26037010901,"Saint Johns, MI",0.3865
16055000401,"Post Falls, ID",0.3864
23027046002,"Unity, ME",0.3862
9001072200,"Brooklawn - St. Vincent, Bridgeport, CT",0.3857
42107001200,"Valley View, PA",0.3856
12103026907,"Dunedin, FL",0.3855
22103041300,"Mandeville, LA",0.3853
37165010101,"Laurinburg, NC",0.3852
6039000102,"North Fork, CA",0.3849
48453001819,"North Austin, Austin, TX",0.3847
39099812800,"Lake Milton, OH",0.3844
8031008305,"Montbello, Denver, CO",0.3843
1005950200,"Clayton, AL",0.3842
