"tract","Name","Individual_Income_Excluding_Spouse_rP_gF_pall"
21227011200,"Bowling Green, KY",19544
37155961200,"Lumberton, NC",19543
45045001102,"Greenville, SC",19543
8031001102,"Highland, Denver, CO",19543
45051070300,"Conway, SC",19543
37151031304,"Archdale, NC",19543
39079957700,"Jackson, OH",19543
53063000500,"Northtown, Spokane, WA",19542
6039001000,"Madera, CA",19542
45063020904,"Pelion, SC",19542
6037134522,"Canoga Park, Los Angeles, CA",19541
50005957200,"Lyndonville, Lyndon, VT",19541
18149953700,"Grovertown, IN",19541
48029171601,"Inner West Side, San Antonio, TX",19541
39141955700,"South Salem, OH",19540
42101038300,"Hunting Park, Philadelphia, PA",19539
39167020102,"Belpre, OH",19539
36071000501,"Newburgh, NY",19539
13073030505,"Grovetown, GA",19539
13039010302,"Kingsland, GA",19538
45075011300,"Orangeburg, SC",19538
4013104502,"Ironwood Place, Phoenix, AZ",19537
29091090200,"Mountain View, MO",19537
40027202102,"Moore, OK",19537
13297110504,"Loganville, GA",19537
4013422625,"Mesa, AZ",19536
32003005010,"Las Vegas, NV",19536
32031001801,"Northeast Reno, Reno, NV",19536
42101017701,"North Philadelphia, Philadelphia, PA",19536
13255161000,"Griffin, GA",19536
45029970600,"Walterboro, SC",19536
49035114000,"Downtown, Salt Lake City, UT",19535
1113030902,"Fort Mitchell, AL",19535
40079040601,"Heavener, OK",19534
48201550100,"Houston, TX",19534
13199970600,"Warm Springs, GA",19534
51049930200,"Farmville, VA",19533
48201423100,"Braeburn, Houston, TX",19533
37087920101,"Waynesville, NC",19533
37047931100,"Whiteville, NC",19533
49035112914,"West Jordan, UT",19533
36061018800,"Upper Manhattan, New York, NY",19533
47103975500,"Flintville, TN",19533
36007014000,"Johnson City, NY",19533
6107001502,"Exeter, CA",19533
22107000300,"Saint Joseph, LA",19533
8041004511,"Fountain Valley, Fountain, CO",19532
8041002102,"Southeast Colorado Springs, Colorado Springs, CO",19532
12027010405,"Arcadia, FL",19532
45041000800,"Florence, SC",19531
6037104703,"Pacoima, Los Angeles, CA",19531
12131950400,"Ponce de Leon, FL",19531
25013800900,"Liberty Heights, Springfield, MA",19531
48029161600,"Southside, San Antonio, TX",19531
1045020200,"Midland City, AL",19531
17199021100,"Marion, IL",19531
1061050600,"Slocomb, AL",19531
30111000902,"Southwest Corridor, Billings, MT",19530
48055960400,"Lockhart, TX",19530
37059080700,"Mocksville, NC",19530
31055002100,"Southeast Omaha, Omaha, NE",19530
36005039700,"Bronx County, NY",19530
5089960202,"Flippin, AR",19530
21195930600,"Pikeville, KY",19530
47123925502,"Tellico Plains, TN",19529
21027960400,"Hardinsburg, KY",19529
6099000202,"Oakdale, CA",19529
35013001304,"Las Cruces, NM",19528
39169003400,"Rittman, OH",19528
28047000300,"Biloxi, MS",19528
40143007503,"Broken Arrow, OK",19527
48401951000,"Henderson, TX",19527
37025040900,"Kannapolis, NC",19527
48427950401,"Rio Grande City, TX",19527
13121011305,"East Point, GA",19527
26121001200,"Muskegon Heights, MI",19527
22011960300,"DeRidder, LA",19527
8031004503,"West, Denver, CO",19526
34013006600,"Springfield/Belmont, Newark, NJ",19526
1043965500,"Cullman, AL",19525
42079213800,"Plymouth, PA",19525
21051950100,"Oneida, KY",19525
26101000100,"Thompsonville, MI",19525
32003000201,"Las Vegas, NV",19524
47069950200,"Whiteville, TN",19524
37087920200,"Canton, NC",19524
1003010903,"Loxley, AL",19524
40143006801,"Tulsa, OK",19523
21235920100,"Corbin, KY",19523
48141003502,"Rosedale Farms, El Paso, TX",19522
13297110300,"Monroe, GA",19522
17031530502,"South Side, Chicago, IL",19522
29091090400,"Pottersville, MO",19522
37081010200,"Greensboro, NC",19522
37023020100,"Morganton, NC",19521
4019003802,"Sunnyside, Tucson, AZ",19521
26163583000,"Taylor, MI",19521
16001010322,"Meridian, ID",19521
36055009602,"Dutchtown, Rochester, NY",19520
37119001701,"Commonwealth Park, Charlotte, NC",19520
48305950400,"Wilson, TX",19520
16005000800,"Pocatello, ID",19520
23017965100,"Andover, ME",19520
23019025500,"Springfield, ME",19520
21095970900,"Harlan, KY",19520
36067005800,"Southside, Syracuse, NY",19519
6037238320,"South Figueroa Corridor, Los Angeles, CA",19519
13137000602,"Cornelia, GA",19518
49029970100,"Morgan, UT",19518
37081013601,"High Point, NC",19518
45019001100,"Westside, Charleston, SC",19518
8013012607,"Baseline Sub, Boulder, CO",19518
54025950100,"White Sulphur Springs, WV",19517
48135000700,"Odessa, TX",19517
40111000300,"Okmulgee, OK",19516
4015940400,"Peach Springs, AZ",19516
40027202203,"Moore, OK",19516
48481740800,"El Campo, TX",19516
21047200800,"Hopkinsville, KY",19515
12103027401,"Tarpon Springs, FL",19515
22015010602,"Bossier City, LA",19514
1083020101,"Athens, AL",19514
47031970300,"Wartrace, TN",19514
47083120100,"Erin, TN",19513
28147950100,"Tylertown, MS",19513
6019004802,"Fresno, CA",19513
5019953900,"Gurdon, AR",19513
13101880100,"Statenville, GA",19513
47065010305,"Soddy-Daisy, TN",19512
48113016903,"Wilmer, TX",19512
40109100400,"Central Oklahoma City, Oklahoma City, OK",19512
42087961200,"McClure, PA",19511
22053000300,"Welsh, LA",19511
51760041200,"Oregon Hill, Richmond, VA",19508
6065041704,"Corona, CA",19508
4009961600,"Safford, AZ",19508
48485011100,"Wichita Falls, TX",19508
6103000700,"Red Bluff, CA",19507
39089752200,"Newark, OH",19507
47007953100,"Pikeville, TN",19507
39113000700,"Southern Dayton View, Dayton, OH",19507
21037051101,"Dayton, KY",19507
53077002001,"Sunnyside, WA",19506
13245010710,"Augusta, GA",19505
48213951200,"Athens, TX",19505
53015000501,"St. Helens, Longview, WA",19504
21107970800,"Madisonville, KY",19504
42123970300,"Bear Lake, PA",19504
12057003100,"Ybor Heights, Tampa, FL",19504
6037241110,"South Los Angeles, Los Angeles, CA",19503
39035122300,"Lee - Miles, Cleveland, OH",19503
1073014302,"Bessemer, AL",19503
6065045228,"Indio, CA",19502
49057210508,"Roy, UT",19501
45003020901,"Beech Island, SC",19501
42003561700,"Pittsburgh, PA",19500
17031530200,"South Side, Chicago, IL",19499
21001970300,"Columbia, KY",19499
48221160302,"Granbury, TX",19498
37109070400,"Lincolnton, NC",19498
32031003000,"Sparks, NV",19498
45025950101,"Pageland, SC",19498
48113001002,"Knox / Henderson, Dallas, TX",19497
13139000102,"Gainesville, GA",19497
22013970300,"Ringgold, LA",19497
1055011001,"Boaz, AL",19496
42121200300,"Franklin, PA",19496
45045002003,"Greenville, SC",19496
42129805400,"Monessen, PA",19495
45057010500,"Lancaster, SC",19495
40109105700,"Central Oklahoma City, Oklahoma City, OK",19495
24510080400,"Broadway East, Baltimore, MD",19495
5021950200,"Corning, AR",19495
48309001700,"Waco, TX",19495
32031002619,"Reno, NV",19495
13295020301,"Rossville, GA",19494
39035104900,"Clark - Fulton, Cleveland, OH",19494
26163573300,"Dearborn, MI",19493
6029006003,"Golden Hills, CA",19493
18065976300,"New Castle, IN",19493
26155030800,"Owosso, MI",19492
48309000700,"Sanger-Heights, Waco, TX",19492
48061013700,"Brownsville, TX",19491
12086005302,"East Little Havana, Miami, FL",19491
28133950600,"Indianola, MS",19490
21177960200,"Central City, KY",19490
13045910502,"Carrollton, GA",19490
39139000800,"Mansfield, OH",19489
1101006000,"Montgomery, AL",19489
13063040518,"Jonesboro, GA",19489
51680000600,"College Hill, Lynchburg, VA",19488
51067020600,"Ferrum, VA",19488
6047001700,"Merced, CA",19488
40061279200,"Stigler, OK",19487
48201332800,"Golfcrest, Houston, TX",19487
48201321200,"Southbelt/ Ellington, Pasadena, TX",19487
19013000100,"Waterloo, IA",19487
4013110701,"Encanto Village, Phoenix, AZ",19485
13295020601,"Rock Spring, GA",19484
42013101700,"Altoona, PA",19484
41007950500,"Warrenton, OR",19484
12031010600,"Cisco Gardens, Jacksonville, FL",19483
47093002000,"Park City, Knoxville, TN",19483
12069030102,"Astor, FL",19483
12073001802,"Tallahassee, FL",19483
39095002200,"Olde Towne, Toledo, OH",19482
6019000700,"Edison, Fresno, CA",19481
45083023302,"Greer, SC",19481
37071031004,"Gastonia, NC",19481
30085940002,"Poplar, MT",19480
8041005111,"Colorado Springs, CO",19480
42045410700,"Chester, PA",19480
47157022022,"Whitehaven, Memphis, TN",19479
29103960100,"Knox County, MO",19479
1015002400,"Jacksonville, AL",19478
18097342200,"Wayne, Indianapolis, IN",19478
13123080200,"Ellijay, GA",19477
5089960201,"Yellville, AR",19477
6037576302,"Downtown, Long Beach, CA",19476
16019970602,"Idaho Falls, ID",19476
34011010200,"Port Norris, Commercial Township, NJ",19476
1111000400,"Roanoke, AL",19476
48215020201,"Palmview, TX",19476
1097002600,"North Crichton, Mobile, AL",19475
29510107400,"Walnut Park East, St. Louis, MO",19475
37151030503,"Sophia, NC",19475
4013422624,"Mesa, AZ",19474
6019002702,"Roosevelt, Fresno, CA",19474
6065043503,"Hemet, CA",19473
13013180503,"Bethlehem, GA",19473
40143007200,"McClure Park, Tulsa, OK",19472
20173006400,"Meadowlark, Wichita, KS",19472
49057210512,"Riverdale, UT",19471
12103026300,"Clearwater, FL",19470
48067950600,"Linden, TX",19470
49035113309,"West Valley City, UT",19470
48247950400,"Hebbronville, TX",19470
42101003200,"Point Breeze, Philadelphia, PA",19469
37119005609,"Harris - Houston, Charlotte, NC",19469
22117950101,"Angie, LA",19468
48035950600,"Clifton, TX",19468
13035150100,"Jackson, GA",19468
47107970300,"Athens, TN",19467
55079017600,"Lincoln Village, Milwaukee, WI",19467
4013422002,"Rotary Park, Mesa, AZ",19467
12113010809,"Milton, FL",19467
13121004100,"West End, Atlanta, GA",19467
45089970502,"Kingstree, SC",19466
48251130212,"Joshua, TX",19466
12101030700,"Colonial Hills, New Port Richey, FL",19465
22033000500,"Mid City North, Baton Rouge, LA",19465
37027031000,"Lenoir, NC",19465
12101032802,"Zephyrhills Colony Company, Dade City, FL",19465
26145011500,"Bridgeport, Saginaw, MI",19465
24043000900,"Hagerstown, MD",19464
37097060701,"Statesville, NC",19464
48279950100,"Olton, TX",19464
13197920100,"Mauk, GA",19464
37099950700,"Cullowhee, NC",19464
45063021403,"Lexington County, SC",19463
6037209104,"Central LA, Los Angeles, CA",19463
12095016508,"Orlando, FL",19462
53061040200,"Delta, Everett, WA",19462
37089931000,"Hendersonville, NC",19462
26005031000,"Pullman, MI",19461
13013180401,"Winder, GA",19461
42085032702,"Mercer, PA",19461
13167960200,"Wrightsville, GA",19461
41041950303,"Lincoln City, OR",19460
39061002200,"Mount Auburn, Cincinnati, OH",19460
18043070400,"New Albany, IN",19460
23019031200,"Corinth, ME",19460
48029150300,"Englewood, San Antonio, TX",19459
4021000309,"Apache Junction, AZ",19459
48367140410,"Springtown, TX",19459
47113000500,"Jackson, TN",19459
48503950500,"Graham, TX",19459
1015001400,"Anniston, AL",19458
13127000504,"Brunswick, GA",19458
13121006100,"Bush Mountain, Atlanta, GA",19458
48029160100,"Inner West Side, San Antonio, TX",19458
26059050600,"Hillsdale, MI",19458
51710003400,"Barraud Park, Norfolk, VA",19457
48135003100,"Odessa, TX",19457
48113010701,"Oak Cliff, Dallas, TX",19457
48419950300,"Center, TX",19456
12101032108,"Wesley Chapel, FL",19456
48439102602,"Fort Worth, TX",19456
37127010400,"Rocky Mount, NC",19456
17031241600,"Pulaski Park, Chicago, IL",19455
34013001700,"Fairmount, Newark, NJ",19455
49049003105,"Springville, UT",19454
12081001502,"Palmetto, FL",19454
12031000200,"Urban Core, Jacksonville, FL",19454
45085001801,"Sumter, SC",19454
6111000200,"Fillmore, CA",19454
48027023202,"Fort Hood, TX",19452
21121930400,"Corbin, KY",19452
16027021500,"Caldwell, ID",19451
6037543202,"Compton, CA",19451
47157006300,"Cooper-Young, Memphis, TN",19451
17143002100,"Peoria, IL",19451
29095005400,"East Side, Kansas City, MO",19449
2164000100,"King Salmon, AK",19448
6037239202,"South Los Angeles, Los Angeles, CA",19448
29155470500,"Steele, MO",19448
13053020100,"Cusseta, GA",19447
37071030801,"Bessemer City, NC",19446
47011011500,"Cleveland, TN",19445
26125140100,"Auburn Hills, MI",19445
6037408138,"La Puente, CA",19445
32003000515,"Las Vegas, NV",19445
48441010300,"Sears Park Area, Abilene, TX",19444
6071000904,"Upland, CA",19444
48439103701,"Fort Worth, TX",19444
40143006000,"McKinley, Tulsa, OK",19443
13215010402,"Columbus, GA",19442
23019015500,"Exeter, ME",19442
26163512300,"Detroit, MI",19442
6043000302,"Mariposa, CA",19442
12103028300,"Gulfport, FL",19441
21203950300,"Mount Vernon, KY",19441
55101000500,"Racine, WI",19441
37061090701,"Wallace, NC",19440
39035115200,"South Broadway, Cleveland, OH",19440
37067001902,"Winston-Salem, NC",19439
5143010701,"Fayetteville, AR",19439
28079040400,"Walnut Grove, MS",19438
18089011900,"Gary, IN",19438
47081950500,"Nunnelly, TN",19438
6065042901,"Perris, CA",19438
22101040600,"Morgan City, LA",19438
17113001303,"Bloomington, IL",19437
1097007600,"Prichard, AL",19437
13055010200,"Trion, GA",19436
22051024600,"Jefferson, LA",19436
21111004500,"Iroquois, Louisville, KY",19436
41033361200,"Grants Pass, OR",19436
26125175300,"Hazel Park, MI",19436
12083002502,"Ocala, FL",19436
48355001000,"Central City, Corpus Christi, TX",19436
39043041000,"Sandusky, OH",19436
4019004034,"Stella Vann, Tucson, AZ",19435
47163043000,"Bristol, TN",19434
36055002700,"Mayor's Heights, Rochester, NY",19434
6073010012,"San Ysidro, San Diego, CA",19434
54081000900,"Coal City, WV",19433
51690000400,"Martinsville, VA",19433
35001001300,"San Jose, Albuquerque, NM",19433
45083023101,"Duncan, SC",19432
6071010012,"Hesperia, CA",19432
28115950500,"Pontotoc, MS",19432
37021002604,"Leicester, NC",19431
40109107306,"Central Oklahoma City, Oklahoma City, OK",19431
49035113020,"Daybreak, South Jordan, UT",19431
48355001200,"Central City, Corpus Christi, TX",19431
13317010102,"Washington, GA",19431
18141003400,"Rum Village, South Bend, IN",19430
4023966200,"Nogales, AZ",19430
26163532200,"Detroit, MI",19430
48361020300,"West Orange, TX",19429
47019071300,"Elizabethton, TN",19429
39113002500,"Eastern Hills, Dayton, OH",19429
26145001100,"Saginaw, MI",19429
37171930400,"Mount Airy, NC",19428
1133965502,"Arley, AL",19428
20001952900,"Iola, KS",19428
28025950300,"West Point, MS",19428
39099800400,"Landsdowne, Youngstown, OH",19427
6019005602,"Clovis, CA",19427
37161960800,"Forest City, NC",19426
48013960202,"Poteet, TX",19426
2290000400,"Yukon-Koyukuk County, AK",19424
6107002901,"Tulare, CA",19424
4019002803,"Doolen-Fruitvale, Tucson, AZ",19424
8041001101,"East Colorado Springs, Colorado Springs, CO",19423
12103025603,"Largo, FL",19422
6065042010,"Perris, CA",19422
6087101000,"Santa Cruz, CA",19421
47037019400,"Germantown, Nashville, TN",19421
4013106701,"Alhambra, Phoenix, AZ",19420
39061003800,"Evanston, Cincinnati, OH",19420
17031260700,"Garfield Park, Chicago, IL",19420
48479001501,"Eastern Division, Laredo, TX",19420
18089041400,"Gary, IN",19420
12073001402,"Griffin Hgts, Tallahassee, FL",19419
6065043306,"Hemet, CA",19419
16001010503,"Boise, ID",19419
12099004602,"Lake Worth, FL",19419
12083000602,"Ocklawaha, FL",19419
17001000700,"Quincy, IL",19418
18071967901,"Seymour, IN",19418
37151030302,"Asheboro, NC",19418
37037020402,"Siler City, NC",19417
5145071000,"Beebe, AR",19416
5063490800,"Pleasant Plains, AR",19416
47157008900,"Memphis, TN",19415
42101017800,"North Philadelphia, Philadelphia, PA",19415
8001008801,"Commerce City, CO",19415
1115040502,"Springville, AL",19414
28067950700,"Laurel, MS",19414
37171930101,"Mount Airy, NC",19414
40097040100,"Pryor, OK",19412
12031002502,"Northwest, Jacksonville, FL",19412
12033003308,"Pensacola, FL",19412
42003551200,"McKeesport, PA",19412
17039971800,"Clinton, IL",19411
26107960200,"Mecosta, MI",19411
4013115801,"South Mountain Village, Phoenix, AZ",19410
13291000101,"Blairsville, GA",19410
22071001900,"St. Roch, New Orleans, LA",19410
29510107200,"Walnut Park East, St. Louis, MO",19410
55079006500,"Franklin Heights, Milwaukee, WI",19409
47025970300,"Cumberland Gap, TN",19408
40041376000,"Jay, OK",19407
54011000101,"Huntington, WV",19406
39035101901,"Detroit - Shoreway, Cleveland, OH",19406
1101000500,"Capitol Heights, Montgomery, AL",19405
4013421702,"Mesa, AZ",19405
37153970600,"Rockingham, NC",19405
16019971500,"Idaho Falls, ID",19404
28153950100,"Waynesboro, MS",19404
48313000100,"Midway, TX",19404
48439110102,"Fort Worth, TX",19404
12127082201,"Daytona Beach, FL",19404
40125501102,"Tecumseh, OK",19403
13121004300,"Atlanta University Center, Atlanta, GA",19403
55001950201,"Friendship, WI",19402
21135930300,"Tollesboro, KY",19402
5133080300,"De Queen, AR",19401
39153506500,"West Akron, Akron, OH",19401
55009000800,"Green Bay, WI",19401
21047200100,"Hopkinsville, KY",19401
1085781100,"Hayneville, AL",19400
12057012701,"Plant City, FL",19400
48457950200,"Woodville, TX",19400
28049002500,"Capitol Neighbors, Jackson, MS",19399
6065043507,"Hemet, CA",19399
4013723305,"Gila Bend, AZ",19399
42039111000,"Titusville, PA",19398
18163003702,"Evansville, IN",19398
45045002403,"Greer, SC",19398
13165960100,"Millen, GA",19397
48363000200,"Gordon, TX",19397
48257050500,"Terrell, TX",19396
45087030500,"Union, SC",19396
12127082607,"Ocean View Halifax Estates, Port Orange, FL",19395
12011041300,"Broward Estates, Fort Lauderdale, FL",19395
12055961000,"Sebring, FL",19395
40143008300,"Tulsa, OK",19394
18097341903,"Wayne, Indianapolis, IN",19394
47073050502,"Church Hill, TN",19394
12057002600,"Northwest Tampa, Tampa, FL",19393
40081961600,"Chandler, OK",19393
1047956201,"Selma, AL",19393
1077011801,"Rogersville, AL",19393
47059091400,"Greeneville, TN",19393
4013114200,"Central City, Phoenix, AZ",19393
31055002400,"Deer Park, Omaha, NE",19393
6037294820,"Wilmington, Los Angeles, CA",19392
13245010706,"Covington, Augusta, GA",19392
6071009904,"Victorville, CA",19391
48141010339,"El Paso, TX",19391
1043964100,"Joppa, AL",19391
22045031100,"New Iberia, LA",19391
13095011300,"Albany, GA",19391
25009260100,"Haverhill, MA",19390
12011030801,"Pompano Beach, FL",19390
6099001100,"Modesto, CA",19390
8031003102,"Central, Denver, CO",19390
47107970700,"Etowah, TN",19389
55079006400,"Park West, Milwaukee, WI",19389
41071030601,"McMinnville, OR",19388
51680000801,"Westend, Lynchburg, VA",19387
1071951100,"Section, AL",19387
12121970500,"Wellborn, FL",19386
29510106200,"Wells-Goodfellow, St. Louis, MO",19386
55079014100,"Hillside, Milwaukee, WI",19386
21209040501,"Stamping Ground, KY",19386
48203020401,"Marshall, TX",19386
6029002700,"Benton Park, Bakersfield, CA",19385
12127082511,"Virginia Heights, Port Orange, FL",19385
36033950200,"Fort Covington, NY",19385
39071954700,"Hillsboro, OH",19385
13045910200,"Temple, GA",19384
6037555212,"Hawaiian Gardens, CA",19384
24510250204,"Cherry Hill, Baltimore, MD",19384
12031017300,"Westside, Jacksonville, FL",19384
55059001000,"Kenosha, WI",19383
45051070102,"Conway, SC",19383
37119005200,"Tryon Hills, Charlotte, NC",19382
45077010602,"Easley, SC",19382
39087051100,"South Point, OH",19381
4009961300,"Safford, AZ",19380
4013112509,"Maryvale Village, Phoenix, AZ",19380
6037575801,"Willmore, Long Beach, CA",19379
48367140411,"Weatherford, TX",19379
22019001100,"Lake Charles, LA",19379
45035010603,"Summerville, SC",19378
48451000802,"San Angelo, TX",19377
48029191004,"North Central, San Antonio, TX",19377
37085071301,"Sanford, NC",19377
11001003400,"Howard University, Washington, DC",19377
6037900704,"Lancaster, CA",19376
6065045217,"Indio, CA",19375
47157006200,"Glenview, Memphis, TN",19375
17031231100,"Humboldt Park, Chicago, IL",19374
5135470200,"Cherokee Village, AR",19374
22101041000,"Franklin, LA",19374
45063020906,"Lexington, SC",19374
13067030700,"Marietta, GA",19373
29145020700,"Seneca, MO",19372
28107950500,"Batesville, MS",19372
47029920300,"Parrottsville, TN",19372
37119001400,"North Charlotte, Charlotte, NC",19372
8123001412,"Greeley, CO",19371
40021977700,"Hulbert, OK",19370
1043964600,"Cullman, AL",19370
48113003902,"Dallas, TX",19369
45003021900,"Windsor, SC",19369
51740211400,"Midtown, Portsmouth, VA",19369
26163584600,"Taylor, MI",19369
39025041701,"Amelia, OH",19369
18005010800,"Columbus, IN",19369
1061050400,"Hartford, AL",19369
40013795600,"Bennington, OK",19367
41015950400,"Harbor, OR",19367
26113960100,"Lake City, MI",19367
17119401903,"Edwardsville, IL",19367
1009050400,"Blountsville, AL",19366
48141000208,"Northeast El Paso, El Paso, TX",19365
39113165100,"MacFarlane, Dayton, OH",19365
51089011200,"Bassett, VA",19365
1097003402,"Beau Terra, Mobile, AL",19365
21227011800,"Bowling Green, KY",19365
12105012307,"Lakeland, FL",19364
22051020700,"Kenner, LA",19363
6065043317,"Hemet, CA",19363
8077001707,"Pear Park, Grand Junction, CO",19363
28003950100,"Corinth, MS",19362
17031611900,"Back of the Yards, Chicago, IL",19362
22113950200,"Gueydan, LA",19362
21021930700,"Junction City, KY",19361
48141000110,"Northeast El Paso, El Paso, TX",19360
42133000400,"York, PA",19360
39153510400,"Barberton, OH",19360
12131950302,"DeFuniak Springs, FL",19359
37097060802,"Harmony, NC",19359
35035000500,"Alamogordo, NM",19359
16027020601,"Nampa, ID",19358
37109070700,"Lincolnton, NC",19358
12031002901,"Moncrief Park, Jacksonville, FL",19358
47157001200,"The Heights, Memphis, TN",19357
20177001300,"Central Highland Park, Topeka, KS",19357
28029950600,"Wesson, MS",19357
12073001101,"College Terrace, Tallahassee, FL",19356
45051050700,"Myrtle Beach, SC",19356
4013114703,"Estrella Village, Phoenix, AZ",19356
12103026701,"Sunset Lake Estates, Clearwater, FL",19355
48309001400,"Carver, Waco, TX",19355
45015020807,"Goose Creek, SC",19355
41047001503,"Keizer, OR",19355
17163502100,"Fairmont City, IL",19355
39095000900,"Lagrange, Toledo, OH",19354
6099003906,"Turlock, CA",19354
37021000700,"East End - Valley Street, Asheville, NC",19354
48217960400,"Whitney, TX",19354
53003960400,"Clarkston, WA",19354
1077011000,"North Florence, Florence, AL",19354
18003001100,"West Central, Fort Wayne, IN",19353
41045970600,"Vale, OR",19353
35001002600,"Old Town, Albuquerque, NM",19353
22017023600,"Mooretown and Hollywood Heights, Shreveport, LA",19353
34011020400,"Bridgeton, NJ",19352
39129020400,"Circleville, OH",19352
48201410100,"Fourth Ward, Houston, TX",19351
1003010400,"Bay Minette, AL",19350
51195931400,"Wise, VA",19350
48201241500,"Humble, TX",19350
4027011104,"Adams Acres, Yuma, AZ",19349
47065000400,"Bushtown, Chattanooga, TN",19348
12019031106,"Keystone Heights, FL",19347
35055952100,"El Prado, NM",19347
37069060302,"Louisburg, NC",19347
45089970100,"Lake City, SC",19347
48189950100,"Plainview, TX",19346
22105953700,"Loranger, LA",19346
32003003641,"North Las Vegas, NV",19346
18141001000,"Northeast South Bend, South Bend, IN",19346
8089968100,"Rocky Ford, CO",19346
40115574300,"Miami, OK",19345
48439104505,"Morningside, Fort Worth, TX",19345
41047000701,"Northeast Salem, Salem, OR",19345
21025920300,"Jackson, KY",19345
1089001500,"Huntsville, AL",19344
12031002101,"Northwest, Jacksonville, FL",19344
22055000100,"Downtown, Lafayette, LA",19344
41047001000,"Southeast Salem, Salem, OR",19344
8101001400,"Mesa Junction, Pueblo, CO",19343
5119004500,"Central High Historic District, Little Rock, AR",19343
37019020405,"Brunswick County, NC",19343
47053966900,"Humboldt, TN",19343
48141003602,"Collingsworth, El Paso, TX",19342
53053062000,"Eastside, Tacoma, WA",19341
39109315300,"Piqua, OH",19341
21111001700,"California, Louisville, KY",19340
37163970100,"Faison, NC",19340
48423001907,"Flint, TX",19340
6037204420,"Boyle Heights, Los Angeles, CA",19340
53049950800,"Ocean Park, WA",19339
6065042800,"Perris, CA",19339
17031420700,"South Side, Chicago, IL",19339
12001001400,"Gainesville, FL",19339
47093005201,"Knoxville, TN",19338
1097002900,"Brookwood, Mobile, AL",19338
5031000401,"Jonesboro, AR",19338
51195930800,"Pound, VA",19338
45031010200,"Hartsville, SC",19338
41005021900,"Gladstone, OR",19338
48201520400,"Northwest Houston, Houston, TX",19337
47155080102,"Kodak, TN",19336
12091022100,"Fort Walton Beach, FL",19336
26125144701,"Waterford Township, MI",19335
39131952300,"Waverly, OH",19335
48061013401,"Brownsville, TX",19335
47005963100,"Camden, TN",19334
48215020503,"McAllen, TX",19334
13151070403,"Locust Grove, GA",19334
50003970900,"Bennington County, VT",19334
22063040100,"Albany, LA",19334
6037533002,"South Los Angeles, Los Angeles, CA",19333
47119010202,"Spring Hill, TN",19333
22091951200,"Greensburg, LA",19333
21055930400,"Marion, KY",19333
36083040400,"Troy, NY",19332
12073001801,"Tallahassee, FL",19332
18067000200,"Kokomo, IN",19331
8101003500,"Downtown, Pueblo, CO",19331
45073030902,"Seneca, SC",19330
12119911400,"Wildwood, FL",19330
36005002701,"Bronx County, NY",19330
12031014311,"Arlington, Jacksonville, FL",19330
13255160100,"Griffin, GA",19330
47157011010,"Oakhaven, Memphis, TN",19330
4017940014,"Ganado, AZ",19329
12069031203,"Groveland, FL",19329
13217100100,"Oxford, GA",19328
37001020200,"Burlington, NC",19328
6065043310,"Hemet, CA",19327
2198000100,"Craig, AK",19326
48085031003,"Princeton, TX",19326
42077000500,"1st Ward, Allentown, PA",19326
13131950100,"Pelham, GA",19325
29029950700,"Roach, MO",19324
8071000500,"Trinidad, CO",19324
23007970602,"Weld, ME",19324
6065044516,"Desert Hot Springs, CA",19324
48495950300,"Kermit, TX",19323
5125010600,"Benton, AR",19322
12101031806,"Leisure Hills, Spring Hill, FL",19322
48497150602,"Rhome, TX",19321
1125011401,"Tuscaloosa, AL",19321
48201324100,"Pasadena, TX",19321
6089012200,"Cottonwood, CA",19320
12086007101,"Coconut Grove, Miami, FL",19320
47109930500,"Selmer, TN",19320
39049009230,"Pinewood, Columbus, OH",19320
48007950500,"Rockport, TX",19320
12111380700,"Fort Pierce, FL",19319
18163002800,"Mount Auburn, Evansville, IN",19319
29095000900,"Northeast Kansas City, Kansas City, MO",19319
42081010100,"Trout Run, PA",19319
48245000700,"Beaumont, TX",19318
28097950300,"Winona, MS",19318
1073012602,"Birmingham, AL",19318
29195090800,"Marshall, MO",19317
39113002400,"Wright View, Dayton, OH",19317
21141960200,"Lewisburg, KY",19317
18003011303,"Fort Wayne, IN",19317
17031431302,"South Shore, Chicago, IL",19317
5033020501,"Van Buren, AR",19315
47001020500,"Oak Ridge, TN",19314
47037016000,"South Nashville, Nashville, TN",19314
47035970502,"Crossville, TN",19313
35001004738,"Westgate Heights, Albuquerque, NM",19313
47183968600,"Greenfield, TN",19313
19155030800,"Council Bluffs, IA",19313
51650011000,"Buckroe Beach, Hampton, VA",19313
37183050600,"Downtown, Raleigh, NC",19313
49011125807,"Layton, UT",19313
6029002900,"Bakersfield, CA",19313
12059960200,"Westville, FL",19313
6019005305,"Fresno, CA",19312
48479000602,"La Ladrillera, Laredo, TX",19312
4001944100,"Lukachukai, AZ",19311
47123925200,"Sweetwater, TN",19311
41009971100,"Vernonia, OR",19310
47081950301,"Duck River, TN",19310
6037600100,"South Los Angeles, Los Angeles, CA",19310
21233960300,"Clay, KY",19310
37067003500,"Winston-Salem, NC",19309
37153971000,"Hamlet, NC",19309
6037128210,"Van Nuys, Los Angeles, CA",19309
37081011200,"Greensboro, NC",19308
12099005702,"Boynton Beach, FL",19308
47149041900,"Murfreesboro, TN",19308
16031950300,"Burley, ID",19307
13107970100,"Twin City, GA",19307
